"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ERR133985","ERR181435","ERR229952","ERR234202","H37Rv","NC_019950","SRR1019139","SRR1163294","SRR1173445","SRR1173640","SRR1175079","SRR1180462","SRR671749","SRR998654"
"group_2356","","Ribonuclease VapC26","14","14","1","1","730","","","","407","407","407","ERR133985_00614","ERR181435_00615","ERR229952_00616","ERR234202_00620","H37Rv_00615","NC_019950_00610","SRR1019139_00618","SRR1163294_00615","SRR1173445_00617","SRR1173640_00613","SRR1175079_00614","SRR1180462_00617","SRR671749_00611","SRR998654_00612"
"caeA","","Carboxylesterase A","14","14","1","1","3652","","","","1556","1556","1556","ERR133985_02349","ERR181435_02353","ERR229952_02361","ERR234202_02353","H37Rv_02348","NC_019950_02333","SRR1019139_02350","SRR1163294_02353","SRR1173445_02349","SRR1173640_02351","SRR1175079_02351","SRR1180462_02353","SRR671749_02346","SRR998654_02349"
"group_2358","","hypothetical protein","14","14","1","1","767","","","","239","239","239","ERR133985_00650","ERR181435_00650","ERR229952_00652","ERR234202_00655","H37Rv_00651","NC_019950_00639","SRR1019139_00653","SRR1163294_00650","SRR1173445_00652","SRR1173640_00648","SRR1175079_00649","SRR1180462_00652","SRR671749_00647","SRR998654_00648"
"group_2359","","hypothetical protein","14","14","1","1","2237","","","","605","605","605","ERR133985_03664","ERR181435_03668","ERR229952_03679","ERR234202_03662","H37Rv_03667","NC_019950_03645","SRR1019139_03664","SRR1163294_03669","SRR1173445_03660","SRR1173640_03659","SRR1175079_03659","SRR1180462_03666","SRR671749_03659","SRR998654_03665"
"group_236","","hypothetical protein","14","14","1","1","154","","","","200","653","520","ERR133985_00069","ERR181435_00069","ERR229952_00070","ERR234202_00069","H37Rv_00068","NC_019950_00069","SRR1019139_00069","SRR1163294_00067","SRR1173445_00069","SRR1173640_00068","SRR1175079_00067","SRR1180462_00067","SRR671749_00067","SRR998654_00068"
"group_2360","","hypothetical protein","14","14","1","1","3528","","","","968","968","968","ERR133985_02467","ERR181435_02469","ERR229952_02477","ERR234202_02469","H37Rv_02468","NC_019950_02455","SRR1019139_02466","SRR1163294_02469","SRR1173445_02465","SRR1173640_02467","SRR1175079_02468","SRR1180462_02469","SRR671749_02463","SRR998654_02466"
"group_2361","","hypothetical protein","14","14","1","1","3492","","","","1313","1313","1313","ERR133985_02502","ERR181435_02505","ERR229952_02513","ERR234202_02504","H37Rv_02503","NC_019950_02487","SRR1019139_02501","SRR1163294_02504","SRR1173445_02500","SRR1173640_02502","SRR1175079_02503","SRR1180462_02504","SRR671749_02498","SRR998654_02501"
"group_2362","","hypothetical protein","14","14","1","1","4160","","","","563","563","563","ERR133985_01881","ERR181435_01887","ERR229952_01889","ERR234202_01885","H37Rv_01881","NC_019950_01864","SRR1019139_01882","SRR1163294_01882","SRR1173445_01881","SRR1173640_01885","SRR1175079_01883","SRR1180462_01883","SRR671749_01878","SRR998654_01881"
"rpsN","","30S ribosomal protein S14","14","14","1","1","3847","","","","305","305","305","ERR133985_02171","ERR181435_02178","ERR229952_02183","ERR234202_02175","H37Rv_02171","NC_019950_02150","SRR1019139_02172","SRR1163294_02176","SRR1173445_02170","SRR1173640_02175","SRR1175079_02174","SRR1180462_02174","SRR671749_02169","SRR998654_02171"
"group_2364","","hypothetical protein","14","14","1","1","456","","","","740","740","740","ERR133985_00351","ERR181435_00351","ERR229952_00354","ERR234202_00353","H37Rv_00351","NC_019950_00349","SRR1019139_00353","SRR1163294_00351","SRR1173445_00355","SRR1173640_00352","SRR1175079_00351","SRR1180462_00353","SRR671749_00349","SRR998654_00349"
"mntH","","Divalent metal cation transporter MntH","14","14","1","1","1106","","","","1286","1286","1286","ERR133985_00980","ERR181435_00981","ERR229952_00986","ERR234202_00987","H37Rv_00980","NC_019950_00959","SRR1019139_00983","SRR1163294_00979","SRR1173445_00981","SRR1173640_00982","SRR1175079_00978","SRR1180462_00983","SRR671749_00977","SRR998654_00978"
"group_2366","","hypothetical protein","14","14","1","1","4567","","","","401","401","401","ERR133985_01497","ERR181435_01497","ERR229952_01504","ERR234202_01503","H37Rv_01496","NC_019950_01474","SRR1019139_01499","SRR1163294_01494","SRR1173445_01496","SRR1173640_01498","SRR1175079_01495","SRR1180462_01498","SRR671749_01493","SRR998654_01496"
"group_2367","","hypothetical protein","14","14","1","1","816","","","","254","254","254","ERR133985_00702","ERR181435_00702","ERR229952_00704","ERR234202_00706","H37Rv_00703","NC_019950_00690","SRR1019139_00704","SRR1163294_00701","SRR1173445_00704","SRR1173640_00701","SRR1175079_00701","SRR1180462_00703","SRR671749_00699","SRR998654_00699"
"ravA","","ATPase RavA","14","14","1","1","2614","","","","962","962","962","ERR133985_03319","ERR181435_03327","ERR229952_03334","ERR234202_03322","H37Rv_03322","NC_019950_03297","SRR1019139_03321","SRR1163294_03327","SRR1173445_03317","SRR1173640_03316","SRR1175079_03316","SRR1180462_03325","SRR671749_03315","SRR998654_03319"
"group_2369","","hypothetical protein","14","14","1","1","486","","","","647","647","647","ERR133985_00380","ERR181435_00380","ERR229952_00381","ERR234202_00382","H37Rv_00380","NC_019950_00377","SRR1019139_00382","SRR1163294_00380","SRR1173445_00383","SRR1173640_00380","SRR1175079_00380","SRR1180462_00381","SRR671749_00377","SRR998654_00377"
"mmr","","Multidrug resistance protein Mmr","14","14","1","1","2720","","","","323","323","323","ERR133985_03215","ERR181435_03222","ERR229952_03230","ERR234202_03218","H37Rv_03218","NC_019950_03203","SRR1019139_03216","SRR1163294_03222","SRR1173445_03213","SRR1173640_03212","SRR1175079_03212","SRR1180462_03220","SRR671749_03211","SRR998654_03215"
"group_2371","","hypothetical protein","14","14","1","1","2673","","","","203","203","203","ERR133985_03262","ERR181435_03270","ERR229952_03277","ERR234202_03265","H37Rv_03265","NC_019950_03253","SRR1019139_03264","SRR1163294_03270","SRR1173445_03260","SRR1173640_03259","SRR1175079_03259","SRR1180462_03268","SRR671749_03258","SRR998654_03262"
"rraA","","Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase","14","14","1","1","1845","","","","473","473","473","ERR133985_04053","ERR181435_04058","ERR229952_04068","ERR234202_04052","H37Rv_04055","NC_019950_04031","SRR1019139_04050","SRR1163294_04055","SRR1173445_04049","SRR1173640_04046","SRR1175079_04046","SRR1180462_04054","SRR671749_04049","SRR998654_04055"
"lsr2","","Nucleoid-associated protein Lsr2","14","14","1","1","2116","","","","338","338","338","ERR133985_03782","ERR181435_03787","ERR229952_03798","ERR234202_03782","H37Rv_03784","NC_019950_03762","SRR1019139_03781","SRR1163294_03787","SRR1173445_03777","SRR1173640_03777","SRR1175079_03777","SRR1180462_03785","SRR671749_03777","SRR998654_03785"
"group_2374","","hypothetical protein","14","14","1","1","979","","","","182","182","182","ERR133985_00857","ERR181435_00856","ERR229952_00861","ERR234202_00861","H37Rv_00857","NC_019950_00835","SRR1019139_00859","SRR1163294_00855","SRR1173445_00857","SRR1173640_00857","SRR1175079_00854","SRR1180462_00858","SRR671749_00853","SRR998654_00855"
"folA","","Dihydrofolate reductase","14","14","1","1","3081","","","","485","485","485","ERR133985_02900","ERR181435_02910","ERR229952_02916","ERR234202_02903","H37Rv_02903","NC_019950_02874","SRR1019139_02900","SRR1163294_02906","SRR1173445_02898","SRR1173640_02898","SRR1175079_02900","SRR1180462_02903","SRR671749_02897","SRR998654_02900"
"fadH_2","","putative 2,4-dienoyl-CoA reductase","14","14","1","1","2164","","","","779","779","779","ERR133985_03734","ERR181435_03738","ERR229952_03750","ERR234202_03733","H37Rv_03736","NC_019950_03714","SRR1019139_03733","SRR1163294_03738","SRR1173445_03729","SRR1173640_03729","SRR1175079_03729","SRR1180462_03736","SRR671749_03729","SRR998654_03736"
"ephA_2","","Epoxide hydrolase A","14","14","1","1","2098","","","","968","968","968","ERR133985_03799","ERR181435_03804","ERR229952_03815","ERR234202_03799","H37Rv_03801","NC_019950_03779","SRR1019139_03798","SRR1163294_03804","SRR1173445_03794","SRR1173640_03794","SRR1175079_03794","SRR1180462_03802","SRR671749_03794","SRR998654_03802"
"mbtN","","Acyl-[acyl-carrier-protein] dehydrogenase MbtN","14","14","1","1","1569","","","","1160","1160","1160","ERR133985_01424","ERR181435_01426","ERR229952_01433","ERR234202_01432","H37Rv_01425","NC_019950_01405","SRR1019139_01428","SRR1163294_01423","SRR1173445_01425","SRR1173640_01427","SRR1175079_01425","SRR1180462_01428","SRR671749_01422","SRR998654_01424"
"group_2379","","PE family protein PE13","14","14","1","1","2242","","","","296","296","296","ERR133985_03659","ERR181435_03663","ERR229952_03674","ERR234202_03657","H37Rv_03662","NC_019950_03640","SRR1019139_03659","SRR1163294_03664","SRR1173445_03655","SRR1173640_03654","SRR1175079_03654","SRR1180462_03661","SRR671749_03654","SRR998654_03660"
"mazG","","Nucleoside triphosphate pyrophosphohydrolase","14","14","1","1","1212","","","","980","980","980","ERR133985_01078","ERR181435_01080","ERR229952_01086","ERR234202_01085","H37Rv_01078","NC_019950_01065","SRR1019139_01081","SRR1163294_01077","SRR1173445_01079","SRR1173640_01080","SRR1175079_01076","SRR1180462_01082","SRR671749_01075","SRR998654_01076"
"bfrB","","Ferritin BfrB","14","14","1","1","1861","","","","545","545","545","ERR133985_04037","ERR181435_04042","ERR229952_04052","ERR234202_04036","H37Rv_04039","NC_019950_04014","SRR1019139_04034","SRR1163294_04039","SRR1173445_04033","SRR1173640_04030","SRR1175079_04030","SRR1180462_04038","SRR671749_04033","SRR998654_04039"
"group_2382","","hypothetical protein","14","14","1","1","1937","","","","182","182","182","ERR133985_03961","ERR181435_03965","ERR229952_03976","ERR234202_03961","H37Rv_03963","NC_019950_03940","SRR1019139_03959","SRR1163294_03964","SRR1173445_03957","SRR1173640_03955","SRR1175079_03955","SRR1180462_03962","SRR671749_03957","SRR998654_03964"
"yhdG_2","","putative amino acid permease YhdG","14","14","1","1","2509","","","","1487","1487","1487","ERR133985_03422","ERR181435_03427","ERR229952_03437","ERR234202_03423","H37Rv_03425","NC_019950_03399","SRR1019139_03425","SRR1163294_03431","SRR1173445_03419","SRR1173640_03418","SRR1175079_03418","SRR1180462_03428","SRR671749_03418","SRR998654_03422"
"group_2384","","hypothetical protein","14","14","1","1","3066","","","","470","470","470","ERR133985_02915","ERR181435_02925","ERR229952_02931","ERR234202_02918","H37Rv_02918","NC_019950_02889","SRR1019139_02916","SRR1163294_02922","SRR1173445_02913","SRR1173640_02913","SRR1175079_02915","SRR1180462_02919","SRR671749_02912","SRR998654_02915"
"group_2385","","putative protein","14","14","1","1","3278","","","","1025","1025","1025","ERR133985_02705","ERR181435_02713","ERR229952_02721","ERR234202_02707","H37Rv_02708","NC_019950_02696","SRR1019139_02705","SRR1163294_02710","SRR1173445_02703","SRR1173640_02703","SRR1175079_02704","SRR1180462_02708","SRR671749_02701","SRR998654_02705"
"citE","","Citrate lyase subunit beta-like protein","14","14","1","1","3355","","","","821","821","821","ERR133985_02631","ERR181435_02637","ERR229952_02646","ERR234202_02633","H37Rv_02633","NC_019950_02624","SRR1019139_02631","SRR1163294_02635","SRR1173445_02629","SRR1173640_02631","SRR1175079_02632","SRR1180462_02634","SRR671749_02627","SRR998654_02630"
"group_2387","","putative protein","14","14","1","1","2910","","","","851","851","851","ERR133985_03035","ERR181435_03045","ERR229952_03052","ERR234202_03041","H37Rv_03039","NC_019950_03010","SRR1019139_03037","SRR1163294_03043","SRR1173445_03035","SRR1173640_03033","SRR1175079_03035","SRR1180462_03040","SRR671749_03032","SRR998654_03038"
"group_2388","","hypothetical protein","14","14","1","1","3514","","","","326","326","326","ERR133985_02480","ERR181435_02483","ERR229952_02491","ERR234202_02482","H37Rv_02481","NC_019950_02468","SRR1019139_02479","SRR1163294_02482","SRR1173445_02478","SRR1173640_02480","SRR1175079_02481","SRR1180462_02482","SRR671749_02476","SRR998654_02479"
"group_2389","","Putative antitoxin VapB49","14","14","1","1","2595","","","","248","248","248","ERR133985_03336","ERR181435_03344","ERR229952_03352","ERR234202_03339","H37Rv_03339","NC_019950_03314","SRR1019139_03339","SRR1163294_03345","SRR1173445_03334","SRR1173640_03333","SRR1175079_03333","SRR1180462_03342","SRR671749_03332","SRR998654_03336"
"hutI_1","","Imidazolonepropionase","14","14","1","1","171","","","","1070","1235","1199","ERR133985_00084","ERR181435_00085","ERR229952_00085","ERR234202_00084","H37Rv_00083","NC_019950_00087","SRR1019139_00086","SRR1163294_00084","SRR1173445_00084","SRR1173640_00084","SRR1175079_00083","SRR1180462_00084","SRR671749_00082","SRR998654_00083"
"group_2390","","putative protein","14","14","1","1","3900","","","","1325","1325","1325","ERR133985_02123","ERR181435_02130","ERR229952_02135","ERR234202_02127","H37Rv_02123","NC_019950_02101","SRR1019139_02124","SRR1163294_02128","SRR1173445_02123","SRR1173640_02127","SRR1175079_02125","SRR1180462_02126","SRR671749_02121","SRR998654_02123"
"group_2391","","hypothetical protein","14","14","1","1","2073","","","","194","194","194","ERR133985_03823","ERR181435_03828","ERR229952_03839","ERR234202_03823","H37Rv_03825","NC_019950_03801","SRR1019139_03823","SRR1163294_03828","SRR1173445_03818","SRR1173640_03818","SRR1175079_03818","SRR1180462_03826","SRR671749_03818","SRR998654_03826"
"ruvB","","Holliday junction ATP-dependent DNA helicase RuvB","14","14","1","1","3252","","","","1034","1034","1034","ERR133985_02729","ERR181435_02737","ERR229952_02745","ERR234202_02732","H37Rv_02732","NC_019950_02721","SRR1019139_02729","SRR1163294_02734","SRR1173445_02727","SRR1173640_02727","SRR1175079_02728","SRR1180462_02732","SRR671749_02725","SRR998654_02729"
"group_2393","","putative protein","14","14","1","1","3601","","","","368","368","368","ERR133985_02397","ERR181435_02400","ERR229952_02408","ERR234202_02401","H37Rv_02398","NC_019950_02384","SRR1019139_02397","SRR1163294_02400","SRR1173445_02397","SRR1173640_02399","SRR1175079_02399","SRR1180462_02400","SRR671749_02394","SRR998654_02396"
"group_2394","","Ribonuclease VapC35","14","14","1","1","3962","","","","407","407","407","ERR133985_02068","ERR181435_02074","ERR229952_02080","ERR234202_02071","H37Rv_02068","NC_019950_02042","SRR1019139_02068","SRR1163294_02071","SRR1173445_02068","SRR1173640_02071","SRR1175079_02068","SRR1180462_02069","SRR671749_02065","SRR998654_02068"
"group_2395","","Antitoxin VapB28","14","14","1","1","759","","","","245","245","245","ERR133985_00642","ERR181435_00642","ERR229952_00644","ERR234202_00647","H37Rv_00643","NC_019950_00631","SRR1019139_00645","SRR1163294_00642","SRR1173445_00644","SRR1173640_00640","SRR1175079_00641","SRR1180462_00644","SRR671749_00639","SRR998654_00640"
"group_2396","","putative protein","14","14","1","1","3269","","","","422","422","422","ERR133985_02713","ERR181435_02721","ERR229952_02729","ERR234202_02716","H37Rv_02716","NC_019950_02704","SRR1019139_02713","SRR1163294_02718","SRR1173445_02711","SRR1173640_02711","SRR1175079_02712","SRR1180462_02716","SRR671749_02709","SRR998654_02713"
"speE","","Polyamine aminopropyltransferase","14","14","1","1","3243","","","","1571","1571","1571","ERR133985_02738","ERR181435_02746","ERR229952_02754","ERR234202_02741","H37Rv_02741","NC_019950_02730","SRR1019139_02738","SRR1163294_02743","SRR1173445_02736","SRR1173640_02736","SRR1175079_02737","SRR1180462_02741","SRR671749_02734","SRR998654_02738"
"eccCb1","","ESX-1 secretion system protein EccCb1","14","14","1","1","1827","","","","1775","1775","1775","ERR133985_04071","ERR181435_04076","ERR229952_04086","ERR234202_04070","H37Rv_04073","NC_019950_04049","SRR1019139_04068","SRR1163294_04073","SRR1173445_04067","SRR1173640_04064","SRR1175079_04064","SRR1180462_04072","SRR671749_04067","SRR998654_04073"
"group_2399","","putative protein","14","14","1","1","1103","","","","581","581","581","ERR133985_00977","ERR181435_00978","ERR229952_00983","ERR234202_00984","H37Rv_00977","NC_019950_00956","SRR1019139_00980","SRR1163294_00976","SRR1173445_00978","SRR1173640_00979","SRR1175079_00975","SRR1180462_00980","SRR671749_00974","SRR998654_00975"
"group_24","","putative protein","14","14","1","1","3982","","","","1448","1457","1448","ERR133985_02049","ERR181435_02055","ERR229952_02061","ERR234202_02052","H37Rv_02049","NC_019950_02024","SRR1019139_02049","SRR1163294_02052","SRR1173445_02049","SRR1173640_02052","SRR1175079_02049","SRR1180462_02050","SRR671749_02046","SRR998654_02049"
"group_2400","","putative Na(+)/H(+) exchanger","14","14","1","1","3586","","","","1592","1592","1592","ERR133985_02411","ERR181435_02414","ERR229952_02423","ERR234202_02415","H37Rv_02412","NC_019950_02396","SRR1019139_02411","SRR1163294_02414","SRR1173445_02411","SRR1173640_02413","SRR1175079_02413","SRR1180462_02414","SRR671749_02408","SRR998654_02410"
"yeaW","","Carnitine monooxygenase oxygenase subunit","14","14","1","1","2617","","","","1157","1157","1157","ERR133985_03316","ERR181435_03324","ERR229952_03332","ERR234202_03319","H37Rv_03319","NC_019950_03294","SRR1019139_03318","SRR1163294_03324","SRR1173445_03314","SRR1173640_03313","SRR1175079_03313","SRR1180462_03322","SRR671749_03312","SRR998654_03316"
