Sequence,Start,End,Primer
GPSC26,1484641,1486442,fwd
GPSC26,1486442,1488103,fwd
GPSC26,1498621,1500386,fwd
GPSC26,1500386,1502226,fwd
GPSC26,1502226,1504016,fwd
GPSC26,1504016,1505916,fwd
GPSC26,1505916,1507620,fwd
GPSC26,1507620,1509410,fwd
GPSC26,1509410,1511235,fwd
GPSC26,1511235,1512972,fwd
GPSC26,1512972,1514813,fwd
GPSC26,1514813,1516539,fwd
GPSC26,1516539,1518436,fwd
GPSC26,1518436,1520138,fwd
GPSC26,1520138,1521917,fwd
GPSC26,1525534,1527429,fwd
GPSC26,1527429,1529221,fwd
GPSC26,1529221,1531084,fwd
GPSC26,1534243,1536147,fwd
GPSC26,1536147,1537872,fwd
GPSC26,1541436,1543151,fwd
GPSC26,1543151,1543567,fwd
GPSC26,1543567,1545373,fwd
GPSC26,1548948,1548967,fwd
GPSC26,1551736,1551755,fwd
GPSC26,1555410,1555984,fwd
GPSC26,1555984,1557736,fwd
GPSC26,1557736,1559434,fwd
GPSC26,1559434,1561249,fwd
GPSC26,1561249,1563033,fwd
GPSC26,1563033,1564833,fwd
GPSC26,1564833,1566613,fwd
GPSC26,1566613,1568386,fwd
GPSC26,1568386,1570158,fwd
GPSC26,1570158,1571935,fwd
GPSC26,1571935,1573756,fwd
GPSC26,1573756,1575550,fwd
GPSC26,1575550,1577304,fwd
GPSC26,1577304,1579171,fwd
GPSC26,1579171,1581018,fwd
GPSC26,1581018,1582704,fwd
GPSC26,1582704,1584603,fwd
GPSC26,1584603,1586275,fwd
GPSC26,1586275,1587764,fwd
GPSC26,1587764,1589533,fwd
GPSC26,1589533,1591328,fwd
GPSC26,1591328,1593149,fwd
GPSC26,1593149,1594909,fwd
GPSC26,1594909,1596667,fwd
GPSC26,1596667,1598391,fwd
GPSC26,1598391,1600299,fwd
GPSC26,1600299,1602046,fwd
GPSC26,1602046,1603807,fwd
GPSC26,1603807,1605604,fwd
GPSC26,1608678,1610441,fwd
GPSC26,1610441,1612035,fwd
GPSC26,1612035,1613832,fwd
GPSC26,1613832,1615565,fwd
GPSC26,1615565,1617388,fwd
GPSC26,1617388,1619132,fwd
GPSC26,1619132,1620846,fwd
GPSC26,1620846,1622755,fwd
GPSC26,1622755,1624425,fwd
GPSC26,1624425,1626256,fwd
GPSC26,1626256,1628017,fwd
GPSC26,1628017,1629728,fwd
GPSC26,1629728,1631613,fwd
GPSC26,1631613,1633468,fwd
GPSC26,1633468,1635309,fwd
GPSC26,1635309,1637092,fwd
GPSC26,1637092,1638840,fwd
GPSC26,1642397,1644237,fwd
GPSC26,1644237,1646048,fwd
GPSC26,1646048,1647847,fwd
GPSC26,1647847,1649673,fwd
GPSC26,1649673,1651470,fwd
GPSC26,1651470,1653188,fwd
GPSC26,1658246,1660094,fwd
GPSC26,1660094,1661956,fwd
GPSC26,1661956,1663809,fwd
GPSC26,1663809,1665558,fwd
GPSC26,1665558,1667356,fwd
GPSC26,1667356,1669113,fwd
GPSC26,1669113,1670871,fwd
GPSC26,1670871,1672703,fwd
GPSC26,1672703,1674380,fwd
GPSC26,1680060,1682038,fwd
GPSC26,1682038,1683840,fwd
GPSC26,1683840,1685754,fwd
GPSC26,1685754,1687515,fwd
GPSC26,1691170,1692953,fwd
GPSC26,1692953,1694776,fwd
GPSC26,1698747,1700331,fwd
GPSC26,1700331,1702331,fwd
GPSC26,1702331,1702707,fwd
GPSC26,1702707,1704539,fwd
GPSC26,1704539,1706367,fwd
GPSC26,1706367,1708169,fwd
GPSC26,1708169,1709730,fwd
GPSC26,1709730,1711556,fwd
GPSC26,1711556,1713368,fwd
GPSC26,1713368,1715152,fwd
GPSC26,1715152,1715747,fwd
GPSC26,1715747,1717556,fwd
GPSC26,1717556,1719388,fwd
GPSC26,1719388,1721237,fwd
GPSC26,1721237,1722872,fwd
GPSC26,1722872,1724700,fwd
GPSC26,1724700,1726484,fwd
GPSC26,1726484,1728371,fwd
GPSC26,1728371,1730172,fwd
GPSC26,1730172,1731890,fwd
GPSC26,1731890,1733603,fwd
GPSC26,1733603,1735128,fwd
GPSC26,1735128,1736930,fwd
GPSC26,1736930,1738720,fwd
GPSC26,1738720,1740526,fwd
GPSC26,1740526,1742347,fwd
GPSC26,1742347,1744086,fwd
GPSC26,1744086,1745852,fwd
GPSC26,1745852,1747674,fwd
GPSC26,1747674,1749072,fwd
GPSC26,1749072,1750997,fwd
GPSC26,1750997,1752643,fwd
GPSC26,1752643,1754435,fwd
GPSC26,1754435,1756161,fwd
GPSC26,1756161,1758020,fwd
GPSC26,1758020,1759749,fwd
GPSC26,1759749,1761527,fwd
GPSC26,1761527,1763328,fwd
GPSC26,1763328,1765103,fwd
GPSC26,1765103,1766907,fwd
GPSC26,1766907,1768644,fwd
GPSC26,1768644,1770290,fwd
GPSC26,1770290,1772115,fwd
GPSC26,1772115,1773926,fwd
GPSC26,1773926,1775642,fwd
GPSC26,1775642,1777521,fwd
GPSC26,1777521,1779327,fwd
GPSC26,1779327,1781059,fwd
GPSC26,1784677,1784701,fwd
GPSC26,1789852,1791690,fwd
GPSC26,1791690,1793313,fwd
GPSC26,1793313,1795148,fwd
GPSC26,1795148,1796924,fwd
GPSC26,1796924,1798603,fwd
GPSC26,1798603,1800370,fwd
GPSC26,1800370,1802315,fwd
GPSC26,1802315,1804060,fwd
GPSC26,1804060,1805823,fwd
GPSC26,1805823,1807640,fwd
GPSC26,1810133,1810153,fwd
GPSC26,1812889,1814195,fwd
GPSC26,1814195,1815735,fwd
GPSC26,1819703,1819725,fwd
GPSC26,1823319,1825229,fwd
GPSC26,1825229,1827086,fwd
GPSC26,1827086,1828846,fwd
GPSC26,1828846,1830609,fwd
GPSC26,1830609,1832314,fwd
GPSC26,1834554,1834578,fwd
GPSC26,1834578,1836578,fwd
GPSC26,1836578,1838390,fwd
GPSC26,1838390,1840293,fwd
GPSC26,1840293,1842002,fwd
GPSC26,1842002,1843793,fwd
GPSC26,1843793,1845644,fwd
GPSC26,1849405,1851256,fwd
GPSC26,1851256,1853013,fwd
GPSC26,1853013,1854677,fwd
GPSC26,1854677,1856406,fwd
GPSC26,1856406,1858282,fwd
GPSC26,1858282,1859980,fwd
GPSC26,1859980,1861861,fwd
GPSC26,1861861,1863629,fwd
GPSC26,1863629,1865488,fwd
GPSC26,1865488,1867239,fwd
GPSC26,1867239,1869047,fwd
GPSC26,1869047,1870833,fwd
GPSC26,1870833,1872563,fwd
GPSC26,1872563,1874164,fwd
GPSC26,1874164,1875999,fwd
GPSC26,1875999,1877765,fwd
GPSC26,1877765,1879479,fwd
GPSC26,1879479,1881277,fwd
GPSC26,1884428,1886266,fwd
GPSC26,1886266,1888374,fwd
GPSC26,1888374,1890130,fwd
GPSC26,1890130,1891902,fwd
GPSC26,1895614,1897464,fwd
GPSC26,1897464,1899331,fwd
GPSC26,1902945,1904777,fwd
GPSC26,1908269,1909970,fwd
GPSC26,1913305,1915040,fwd
GPSC26,1915040,1916770,fwd
GPSC26,1916770,1918591,fwd
GPSC26,1918591,1920427,fwd
GPSC26,1920427,1922363,fwd
GPSC26,1922363,1924153,fwd
GPSC26,1924153,1925870,fwd
GPSC26,1925870,1927687,fwd
GPSC26,1927687,1929396,fwd
GPSC26,1929396,1931179,fwd
GPSC26,1931179,1932945,fwd
GPSC26,1932945,1934712,fwd
GPSC26,1934712,1936435,fwd
GPSC26,1936435,1938240,fwd
GPSC26,1938240,1939908,fwd
GPSC26,1939908,1941720,fwd
GPSC26,1941720,1943375,fwd
GPSC26,1943375,1945012,fwd
GPSC26,1945012,1946898,fwd
GPSC26,1946898,1948685,fwd
GPSC26,1948685,1950503,fwd
GPSC26,1950503,1952349,fwd
GPSC26,1952349,1954160,fwd
GPSC26,1954160,1955966,fwd
GPSC26,1959590,1961444,fwd
GPSC26,1961444,1963229,fwd
GPSC26,1963229,1965040,fwd
GPSC26,1965040,1966730,fwd
GPSC26,1966730,1968513,fwd
GPSC26,1968513,1970318,fwd
GPSC26,1970318,1972095,fwd
GPSC26,1972095,1973903,fwd
GPSC26,1973903,1975642,fwd
GPSC26,1975642,1977443,fwd
GPSC26,1977443,1979164,fwd
GPSC26,1982528,1984272,fwd
GPSC26,1984272,1986114,fwd
GPSC26,1986114,1987899,fwd
GPSC26,1987899,1989508,fwd
GPSC26,1992696,1994481,fwd
GPSC26,1994481,1996274,fwd
GPSC26,1996274,1998092,fwd
GPSC26,1998092,1999820,fwd
GPSC26,1999820,2001484,fwd
GPSC26,2001484,2003243,fwd
GPSC26,2003243,2004959,fwd
GPSC26,2008172,2010030,fwd
GPSC26,2010030,2011787,fwd
GPSC26,2011787,2013639,fwd
GPSC26,2013639,2015414,fwd
GPSC26,2015414,2017166,fwd
GPSC26,2017166,2019001,fwd
GPSC26,2019001,2020528,fwd
GPSC26,2024068,2025806,fwd
GPSC26,2025806,2027686,fwd
GPSC26,2031203,2032996,fwd
GPSC26,2032996,2034789,fwd
GPSC26,2034789,2036609,fwd
GPSC26,2041081,2042572,fwd
GPSC26,2042572,2044344,fwd
GPSC26,2044344,2046190,fwd
GPSC26,2046190,2047993,fwd
GPSC26,2047993,2049815,fwd
GPSC26,2053135,2054960,fwd
GPSC26,2054960,2056660,fwd
GPSC26,2056660,2058459,fwd
GPSC26,2058459,2060136,fwd
GPSC26,2060136,2061961,fwd
GPSC26,2061961,2063688,fwd
GPSC26,2063688,2065478,fwd
GPSC26,2065478,2067201,fwd
GPSC26,2067201,2069075,fwd
GPSC26,2069075,2070708,fwd
GPSC26,2070708,2072437,fwd
GPSC26,2072437,2074072,fwd
GPSC26,2074072,2075746,fwd
GPSC26,2075746,2077432,fwd
GPSC26,2077432,2079234,fwd
GPSC26,2079234,2081363,fwd
GPSC26,2081363,2082764,fwd
GPSC26,2082764,2084462,fwd
GPSC26,2084462,2086129,fwd
GPSC26,2086129,2088027,fwd
GPSC26,2088027,2089764,fwd
GPSC26,2089764,2091674,fwd
GPSC26,2095263,2096972,fwd
GPSC26,2096972,2097671,fwd
GPSC26,2100436,2100459,fwd
GPSC26,2103914,2105780,fwd
GPSC26,2110064,2111871,fwd
GPSC26,2111871,2113694,fwd
GPSC26,2113694,2115552,fwd
GPSC26,2115552,2117275,fwd
GPSC26,2117275,2119150,fwd
GPSC26,2119150,2120958,fwd
GPSC26,2120958,2122666,fwd
GPSC26,2122666,2124214,fwd
GPSC26,2124214,2126094,fwd
GPSC26,2126094,2127726,fwd
GPSC26,2127726,2129517,fwd
GPSC26,2129517,2131286,fwd
GPSC26,2131286,2133031,fwd
GPSC26,2133031,2134688,fwd
GPSC26,2134688,2136516,fwd
GPSC26,2136516,2138339,fwd
GPSC26,2138339,2140130,fwd
GPSC26,2140130,2141883,fwd
GPSC26,2141883,2143589,fwd
GPSC26,2143589,2144968,fwd
GPSC26,2144968,2146714,fwd
GPSC26,2146714,2148225,fwd
GPSC26,2148225,2150022,fwd
GPSC26,2150022,2151316,fwd
GPSC26,2151316,2152975,fwd
GPSC26,2152975,2154152,fwd
GPSC26,2154152,2155083,fwd
GPSC26,2157602,2157625,fwd
GPSC26,1879,3747,rev
GPSC26,3747,5585,rev
GPSC26,5585,7425,rev
GPSC26,7425,9257,rev
GPSC26,9257,10971,rev
GPSC26,10971,12753,rev
GPSC26,12753,14560,rev
GPSC26,14560,15024,rev
GPSC26,15024,16640,rev
GPSC26,16640,18100,rev
GPSC26,18100,19684,rev
GPSC26,19684,21683,rev
GPSC26,21683,22321,rev
GPSC26,22321,24178,rev
GPSC26,24178,26008,rev
GPSC26,26008,27804,rev
GPSC26,27804,29576,rev
GPSC26,29576,31446,rev
GPSC26,31446,33251,rev
GPSC26,33251,35288,rev
GPSC26,35288,37135,rev
GPSC26,37135,38941,rev
GPSC26,38941,40695,rev
GPSC26,40695,42516,rev
GPSC26,42516,44278,rev
GPSC26,44278,45897,rev
GPSC26,45897,47681,rev
GPSC26,47681,49482,rev
GPSC26,49482,51325,rev
GPSC26,51325,53128,rev
GPSC26,53128,54931,rev
GPSC26,54931,56765,rev
GPSC26,56765,58529,rev
GPSC26,58529,60302,rev
GPSC26,60302,62065,rev
GPSC26,62065,63864,rev
GPSC26,63864,65665,rev
GPSC26,65665,67433,rev
GPSC26,67433,69274,rev
GPSC26,69274,71091,rev
GPSC26,71091,72938,rev
GPSC26,72938,74761,rev
GPSC26,74761,76581,rev
GPSC26,81087,82917,rev
GPSC26,82917,84692,rev
GPSC26,84692,86472,rev
GPSC26,86472,88299,rev
GPSC26,88299,90108,rev
GPSC26,90108,91927,rev
GPSC26,91927,93544,rev
GPSC26,93544,95360,rev
GPSC26,95360,97165,rev
GPSC26,97165,98978,rev
GPSC26,98978,100689,rev
GPSC26,100689,102474,rev
GPSC26,102474,104568,rev
GPSC26,104568,106405,rev
GPSC26,106405,108167,rev
GPSC26,108167,110154,rev
GPSC26,110154,111926,rev
GPSC26,111926,113731,rev
GPSC26,113731,115895,rev
GPSC26,115895,115916,rev
GPSC26,115916,117936,rev
GPSC26,117936,119591,rev
GPSC26,119591,120966,rev
GPSC26,126585,126608,rev
GPSC26,129951,131766,rev
GPSC26,131766,133590,rev
GPSC26,133590,135378,rev
GPSC26,135378,137210,rev
GPSC26,140709,142330,rev
GPSC26,142330,144371,rev
GPSC26,144371,144394,rev
GPSC26,147730,149502,rev
GPSC26,153016,155012,rev
GPSC26,155012,156821,rev
GPSC26,156821,158631,rev
GPSC26,158631,160458,rev
GPSC26,160458,162264,rev
GPSC26,165881,165996,rev
GPSC26,176105,177887,rev
GPSC26,177887,179632,rev
GPSC26,179632,181628,rev
GPSC26,181628,183197,rev
GPSC26,183197,184985,rev
GPSC26,184985,186786,rev
GPSC26,186786,188606,rev
GPSC26,188606,190456,rev
GPSC26,190456,192288,rev
GPSC26,192288,194170,rev
GPSC26,194170,196028,rev
GPSC26,199568,201421,rev
GPSC26,201421,203217,rev
GPSC26,203217,205026,rev
GPSC26,205026,206784,rev
GPSC26,206784,208607,rev
GPSC26,208607,210389,rev
GPSC26,210389,212174,rev
GPSC26,212174,214003,rev
GPSC26,214003,215761,rev
GPSC26,215761,217603,rev
GPSC26,217603,219414,rev
GPSC26,219414,221217,rev
GPSC26,221217,223013,rev
GPSC26,223013,224694,rev
GPSC26,228380,229907,rev
GPSC26,229907,231735,rev
GPSC26,231735,233535,rev
GPSC26,233535,235343,rev
GPSC26,235343,237113,rev
GPSC26,237113,239111,rev
GPSC26,239111,240526,rev
GPSC26,240526,242291,rev
GPSC26,242291,244053,rev
GPSC26,244053,245806,rev
GPSC26,245806,247633,rev
GPSC26,247633,249406,rev
GPSC26,249406,251203,rev
GPSC26,251203,253014,rev
GPSC26,253014,254776,rev
GPSC26,254776,256542,rev
GPSC26,256542,258374,rev
GPSC26,258374,260144,rev
GPSC26,260144,261933,rev
GPSC26,261933,263746,rev
GPSC26,263746,265691,rev
GPSC26,265691,267387,rev
GPSC26,267387,269158,rev
GPSC26,269158,270867,rev
GPSC26,270867,272665,rev
GPSC26,278067,279843,rev
GPSC26,279843,281876,rev
GPSC26,281876,283647,rev
GPSC26,283647,285387,rev
GPSC26,285387,287133,rev
GPSC26,287133,288851,rev
GPSC26,292357,294175,rev
GPSC26,294175,295948,rev
GPSC26,295948,297743,rev
GPSC26,297743,299576,rev
GPSC26,299576,301396,rev
GPSC26,301396,303217,rev
GPSC26,303217,304979,rev
GPSC26,304979,306742,rev
GPSC26,306742,308512,rev
GPSC26,311432,313252,rev
GPSC26,313252,315019,rev
GPSC26,315019,316863,rev
GPSC26,316863,318700,rev
GPSC26,318700,320453,rev
GPSC26,343208,343227,rev
GPSC26,346722,346742,rev
GPSC26,350364,352185,rev
GPSC26,352185,353970,rev
GPSC26,353970,355762,rev
GPSC26,355762,357602,rev
GPSC26,357602,359402,rev
GPSC26,359402,361163,rev
GPSC26,364555,366372,rev
GPSC26,366372,368137,rev
GPSC26,368137,369962,rev
GPSC26,369962,371807,rev
GPSC26,371807,373642,rev
GPSC26,373642,375464,rev
GPSC26,375464,377162,rev
GPSC26,385280,387074,rev
GPSC26,387074,388891,rev
GPSC26,388891,390670,rev
GPSC26,390670,392512,rev
GPSC26,392512,394350,rev
GPSC26,394350,396156,rev
GPSC26,396156,397915,rev
GPSC26,397915,399708,rev
GPSC26,399708,401517,rev
GPSC26,401517,403347,rev
GPSC26,403347,405182,rev
GPSC26,408844,410656,rev
GPSC26,410656,412072,rev
GPSC26,415816,417628,rev
GPSC26,417628,419473,rev
GPSC26,419473,421256,rev
GPSC26,421256,423208,rev
GPSC26,423208,425012,rev
GPSC26,425012,426780,rev
GPSC26,426780,428628,rev
GPSC26,428628,430472,rev
GPSC26,430472,432413,rev
GPSC26,436023,436045,rev
GPSC26,439470,441244,rev
GPSC26,441244,443025,rev
GPSC26,443025,444777,rev
GPSC26,444777,446728,rev
GPSC26,446728,448478,rev
GPSC26,452068,452088,rev
GPSC26,455633,457493,rev
GPSC26,457493,459227,rev
GPSC26,459227,460979,rev
GPSC26,460979,462800,rev
GPSC26,462800,464617,rev
GPSC26,464617,466414,rev
GPSC26,469679,471482,rev
GPSC26,473820,474726,rev
GPSC26,474726,476840,rev
GPSC26,476840,478679,rev
GPSC26,478679,480443,rev
GPSC26,480443,482280,rev
GPSC26,482280,484055,rev
GPSC26,487770,489676,rev
GPSC26,489676,491512,rev
GPSC26,496768,498315,rev
GPSC26,500689,500709,rev
GPSC26,503478,505357,rev
GPSC26,505357,507139,rev
GPSC26,507139,508890,rev
GPSC26,508890,510706,rev
GPSC26,510706,512482,rev
GPSC26,512482,514174,rev
GPSC26,514174,515933,rev
GPSC26,515933,517709,rev
GPSC26,517709,519087,rev
GPSC26,519087,520880,rev
GPSC26,520880,522722,rev
GPSC26,522722,524506,rev
GPSC26,528878,530678,rev
GPSC26,530678,532532,rev
GPSC26,532532,534304,rev
GPSC26,534304,536112,rev
GPSC26,540578,542414,rev
GPSC26,542414,544181,rev
GPSC26,544181,545949,rev
GPSC26,545949,547779,rev
GPSC26,547779,549599,rev
GPSC26,549599,551423,rev
GPSC26,551423,553394,rev
GPSC26,553394,555051,rev
GPSC26,555051,556728,rev
GPSC26,556728,558488,rev
GPSC26,558488,560248,rev
GPSC26,560248,562090,rev
GPSC26,562090,563877,rev
GPSC26,563877,565708,rev
GPSC26,565708,567493,rev
GPSC26,567493,569262,rev
GPSC26,569262,571082,rev
GPSC26,571082,572875,rev
GPSC26,572875,574672,rev
GPSC26,574672,576481,rev
GPSC26,576481,578241,rev
GPSC26,578241,580037,rev
GPSC26,580037,581798,rev
GPSC26,584586,586162,rev
GPSC26,586162,588050,rev
GPSC26,588050,589722,rev
GPSC26,593275,593299,rev
GPSC26,596846,596868,rev
GPSC26,600455,602221,rev
GPSC26,602221,604007,rev
GPSC26,604007,605855,rev
GPSC26,605855,607670,rev
GPSC26,607670,609473,rev
GPSC26,609473,611289,rev
GPSC26,611289,613100,rev
GPSC26,613100,614858,rev
GPSC26,614858,616636,rev
GPSC26,616636,618419,rev
GPSC26,618419,620262,rev
GPSC26,627643,629445,rev
GPSC26,629445,631322,rev
GPSC26,631322,633128,rev
GPSC26,633128,634882,rev
GPSC26,634882,636701,rev
GPSC26,636701,638354,rev
GPSC26,638354,640179,rev
GPSC26,640179,641782,rev
GPSC26,645362,647186,rev
GPSC26,647186,648831,rev
GPSC26,655557,657313,rev
GPSC26,657313,658872,rev
GPSC26,662485,662508,rev
GPSC26,662508,664515,rev
GPSC26,664515,665731,rev
GPSC26,665731,667346,rev
GPSC26,667346,669198,rev
GPSC26,669198,670955,rev
GPSC26,670955,672755,rev
GPSC26,672755,674539,rev
GPSC26,674539,676340,rev
GPSC26,676340,678125,rev
GPSC26,678125,679959,rev
GPSC26,679959,681766,rev
GPSC26,687168,688637,rev
GPSC26,688637,690478,rev
GPSC26,690478,692250,rev
GPSC26,692250,694079,rev
GPSC26,694079,695871,rev
GPSC26,695871,697708,rev
GPSC26,697708,699478,rev
GPSC26,699478,701319,rev
GPSC26,701319,703122,rev
GPSC26,703122,704875,rev
GPSC26,704875,706660,rev
GPSC26,706660,708657,rev
GPSC26,708657,710423,rev
GPSC26,710423,712235,rev
GPSC26,712235,714029,rev
GPSC26,714029,715666,rev
GPSC26,715666,717463,rev
GPSC26,717463,719242,rev
GPSC26,719242,721079,rev
GPSC26,721079,722905,rev
GPSC26,722905,724690,rev
GPSC26,724690,726511,rev
GPSC26,726511,728304,rev
GPSC26,728304,730074,rev
GPSC26,730074,731221,rev
GPSC26,731221,732192,rev
GPSC26,732192,734014,rev
GPSC26,734014,735816,rev
GPSC26,735816,737600,rev
GPSC26,737600,739379,rev
GPSC26,739379,741164,rev
GPSC26,741164,742953,rev
GPSC26,742953,744705,rev
GPSC26,744705,746473,rev
GPSC26,746473,748296,rev
GPSC26,748296,750047,rev
GPSC26,750047,751885,rev
GPSC26,751885,753528,rev
GPSC26,753528,754719,rev
GPSC26,754719,756472,rev
GPSC26,756472,758291,rev
GPSC26,758291,760342,rev
GPSC26,760342,762172,rev
GPSC26,762172,763978,rev
GPSC26,763978,765806,rev
GPSC26,768775,770609,rev
GPSC26,770609,772317,rev
GPSC26,772317,774124,rev
GPSC26,774124,775965,rev
GPSC26,775965,777811,rev
GPSC26,777811,779595,rev
GPSC26,779595,781354,rev
GPSC26,781354,781790,rev
GPSC26,781790,783574,rev
GPSC26,783574,785405,rev
GPSC26,785405,787200,rev
GPSC26,787200,788987,rev
GPSC26,788987,790714,rev
GPSC26,790714,792519,rev
GPSC26,792519,794519,rev
GPSC26,794519,796187,rev
GPSC26,796187,798033,rev
GPSC26,798033,799861,rev
GPSC26,799861,801675,rev
GPSC26,801675,803498,rev
GPSC26,803498,805302,rev
GPSC26,805302,807053,rev
GPSC26,810607,812457,rev
GPSC26,812457,814190,rev
GPSC26,814190,815814,rev
GPSC26,815814,817653,rev
GPSC26,817653,819519,rev
GPSC26,822606,824471,rev
GPSC26,824471,826175,rev
GPSC26,826175,828008,rev
GPSC26,828008,829782,rev
GPSC26,829782,831593,rev
GPSC26,831593,833424,rev
GPSC26,833424,835145,rev
GPSC26,835145,836890,rev
GPSC26,836890,838697,rev
GPSC26,838697,840457,rev
GPSC26,840457,842135,rev
GPSC26,842135,843951,rev
GPSC26,843951,845762,rev
GPSC26,845762,847571,rev
GPSC26,847571,849367,rev
GPSC26,852952,854746,rev
GPSC26,854746,856480,rev
GPSC26,856480,858234,rev
GPSC26,858234,859932,rev
GPSC26,859932,861775,rev
GPSC26,861775,863556,rev
GPSC26,863556,865395,rev
GPSC26,865395,867201,rev
GPSC26,867201,868964,rev
GPSC26,868964,870743,rev
GPSC26,874315,876101,rev
GPSC26,879728,881544,rev
GPSC26,881544,883350,rev
GPSC26,883350,885132,rev
GPSC26,885132,886948,rev
GPSC26,886948,888661,rev
GPSC26,888661,890502,rev
GPSC26,890502,892329,rev
GPSC26,892329,894135,rev
GPSC26,894135,895939,rev
GPSC26,895939,897693,rev
GPSC26,897693,899597,rev
GPSC26,899597,901377,rev
GPSC26,901377,903143,rev
GPSC26,903143,904903,rev
GPSC26,904903,906704,rev
GPSC26,906704,908541,rev
GPSC26,908541,910235,rev
GPSC26,910235,912017,rev
GPSC26,912017,913788,rev
GPSC26,913788,915558,rev
GPSC26,915558,917318,rev
GPSC26,917318,919091,rev
GPSC26,919091,920881,rev
GPSC26,920881,922644,rev
GPSC26,926847,928630,rev
GPSC26,928630,930455,rev
GPSC26,930455,932207,rev
GPSC26,932207,933960,rev
GPSC26,933960,935725,rev
GPSC26,935725,937568,rev
GPSC26,937568,939412,rev
GPSC26,939412,941267,rev
GPSC26,941267,942733,rev
GPSC26,956191,957997,rev
GPSC26,957997,959825,rev
GPSC26,959825,961653,rev
GPSC26,968400,970158,rev
GPSC26,970158,971877,rev
GPSC26,971877,973532,rev
GPSC26,973532,975345,rev
GPSC26,975345,977167,rev
GPSC26,977167,979014,rev
GPSC26,979014,980844,rev
GPSC26,983145,984996,rev
GPSC26,984996,986776,rev
GPSC26,986776,988672,rev
GPSC26,992314,993906,rev
GPSC26,997278,997302,rev
GPSC26,1002882,1004419,rev
GPSC26,1004419,1006174,rev
GPSC26,1006174,1007972,rev
GPSC26,1007972,1009870,rev
GPSC26,1009870,1011683,rev
GPSC26,1011683,1013496,rev
GPSC26,1018613,1020426,rev
GPSC26,1020426,1021940,rev
GPSC26,1021940,1023609,rev
GPSC26,1023609,1025457,rev
GPSC26,1025457,1027243,rev
GPSC26,1030345,1032147,rev
GPSC26,1032147,1033911,rev
GPSC26,1033911,1035689,rev
GPSC26,1035689,1037449,rev
GPSC26,1041096,1042882,rev
GPSC26,1042882,1044728,rev
GPSC26,1044728,1046539,rev
GPSC26,1069605,1071382,rev
GPSC26,1119164,1119189,rev
GPSC26,1126181,1126204,rev
GPSC26,1131846,1133688,rev
GPSC26,1133688,1135343,rev
GPSC26,1135343,1137173,rev
GPSC26,1137173,1138929,rev
GPSC26,1138929,1140691,rev
GPSC26,1140691,1142632,rev
GPSC26,1142632,1144478,rev
GPSC26,1144478,1146264,rev
GPSC26,1149700,1151487,rev
GPSC26,1151487,1153316,rev
GPSC26,1153316,1155087,rev
GPSC26,1155087,1156849,rev
GPSC26,1156849,1158691,rev
GPSC26,1158691,1160428,rev
GPSC26,1160428,1162119,rev
GPSC26,1162119,1163873,rev
GPSC26,1163873,1165685,rev
GPSC26,1165685,1167451,rev
GPSC26,1170773,1170793,rev
GPSC26,1173117,1174909,rev
GPSC26,1174909,1176692,rev
GPSC26,1176692,1178454,rev
GPSC26,1178454,1180253,rev
GPSC26,1180253,1182044,rev
GPSC26,1186161,1187965,rev
GPSC26,1187965,1189811,rev
GPSC26,1189811,1191584,rev
GPSC26,1191584,1193369,rev
GPSC26,1193369,1195163,rev
GPSC26,1195163,1196937,rev
GPSC26,1196937,1198711,rev
GPSC26,1198711,1200489,rev
GPSC26,1200489,1202229,rev
GPSC26,1202229,1203937,rev
GPSC26,1211999,1213786,rev
GPSC26,1213786,1215614,rev
GPSC26,1215614,1217428,rev
GPSC26,1217428,1219277,rev
GPSC26,1219277,1221103,rev
GPSC26,1221103,1222948,rev
GPSC26,1222948,1224734,rev
GPSC26,1224734,1226365,rev
GPSC26,1226365,1228165,rev
GPSC26,1228165,1229968,rev
GPSC26,1229968,1231770,rev
GPSC26,1231770,1233531,rev
GPSC26,1238956,1240779,rev
GPSC26,1244068,1245902,rev
GPSC26,1245902,1247749,rev
GPSC26,1247749,1249419,rev
GPSC26,1249419,1251202,rev
GPSC26,1254243,1256105,rev
GPSC26,1256105,1257854,rev
GPSC26,1257854,1259660,rev
GPSC26,1259660,1261351,rev
GPSC26,1261351,1263136,rev
GPSC26,1263136,1264932,rev
GPSC26,1264932,1266727,rev
GPSC26,1266727,1268528,rev
GPSC26,1268528,1270376,rev
GPSC26,1270376,1272089,rev
GPSC26,1272089,1273596,rev
GPSC26,1273596,1275429,rev
GPSC26,1275429,1277183,rev
GPSC26,1277183,1278955,rev
GPSC26,1285466,1287396,rev
GPSC26,1287396,1289141,rev
GPSC26,1303339,1303360,rev
GPSC26,1309019,1310850,rev
GPSC26,1316129,1317264,rev
GPSC26,1317264,1318213,rev
GPSC26,1318213,1320046,rev
