"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","AP023349","GPSC10_reference","GPSC11_reference","GPSC13_reference","GPSC14_reference","GPSC15_reference","GPSC16_reference","GPSC17_reference","GPSC18_reference","GPSC19_reference","GPSC1_reference","GPSC21_reference","GPSC22_reference","GPSC23_reference","GPSC25_reference","GPSC26_reference","GPSC27_reference","GPSC2_reference","GPSC30_reference","GPSC31_reference","GPSC32_reference","GPSC33_reference","GPSC34_reference","GPSC37_reference","GPSC3_reference","GPSC40_reference","GPSC43_reference","GPSC47_reference","GPSC4_reference","GPSC5_reference","GPSC6_reference","GPSC7_reference","GPSC8_reference","GPSC9_reference","NC_017592"
"brpA","","Biofilm regulatory protein A","35","35","1","1","5569","","","","281","1016","995","AP023349_00332","GPSC10_reference_01763","GPSC11_reference_01823","GPSC13_reference_01785","GPSC14_reference_01827","GPSC15_reference_01724","GPSC16_reference_01924","GPSC17_reference_01811","GPSC18_reference_01806","GPSC19_reference_01833","GPSC1_reference_01817","GPSC21_reference_01766","GPSC22_reference_01777","GPSC23_reference_01974","GPSC25_reference_01876","GPSC26_reference_01876","GPSC27_reference_01868","GPSC2_reference_01863","GPSC30_reference_01858","GPSC31_reference_01794","GPSC32_reference_01880","GPSC33_reference_01765","GPSC34_reference_01803","GPSC37_reference_01783","GPSC3_reference_01868","GPSC40_reference_01830","GPSC43_reference_01789","GPSC47_reference_01907","GPSC4_reference_01810","GPSC5_reference_01859","GPSC6_reference_01890","GPSC7_reference_01915","GPSC8_reference_01931","GPSC9_reference_01749","NC_017592_01799"
"cinA","","Putative competence-damage inducible protein","35","35","1","1","5570","","","","1256","1256","1256","AP023349_00334","GPSC10_reference_01762","GPSC11_reference_01822","GPSC13_reference_01784","GPSC14_reference_01826","GPSC15_reference_01723","GPSC16_reference_01923","GPSC17_reference_01810","GPSC18_reference_01805","GPSC19_reference_01832","GPSC1_reference_01816","GPSC21_reference_01765","GPSC22_reference_01776","GPSC23_reference_01973","GPSC25_reference_01875","GPSC26_reference_01875","GPSC27_reference_01867","GPSC2_reference_01862","GPSC30_reference_01857","GPSC31_reference_01793","GPSC32_reference_01879","GPSC33_reference_01764","GPSC34_reference_01802","GPSC37_reference_01782","GPSC3_reference_01867","GPSC40_reference_01829","GPSC43_reference_01788","GPSC47_reference_01906","GPSC4_reference_01809","GPSC5_reference_01858","GPSC6_reference_01889","GPSC7_reference_01914","GPSC8_reference_01930","GPSC9_reference_01748","NC_017592_01798"
"group_1600","","hypothetical protein","35","35","1","1","5701","","","","410","410","410","AP023349_00340","GPSC10_reference_01747","GPSC11_reference_01807","GPSC13_reference_01770","GPSC14_reference_01811","GPSC15_reference_01708","GPSC16_reference_01908","GPSC17_reference_01797","GPSC18_reference_01790","GPSC19_reference_01818","GPSC1_reference_01792","GPSC21_reference_01742","GPSC22_reference_01762","GPSC23_reference_01950","GPSC25_reference_01852","GPSC26_reference_01858","GPSC27_reference_01852","GPSC2_reference_01847","GPSC30_reference_01832","GPSC31_reference_01777","GPSC32_reference_01864","GPSC33_reference_01750","GPSC34_reference_01786","GPSC37_reference_01759","GPSC3_reference_01853","GPSC40_reference_01805","GPSC43_reference_01775","GPSC47_reference_01890","GPSC4_reference_01794","GPSC5_reference_01836","GPSC6_reference_01865","GPSC7_reference_01902","GPSC8_reference_01916","GPSC9_reference_01735","NC_017592_01784"
"group_1601","","hypothetical protein","35","35","1","1","936","","","","215","215","215","AP023349_00356","GPSC10_reference_00399","GPSC11_reference_00462","GPSC13_reference_00422","GPSC14_reference_00433","GPSC15_reference_00432","GPSC16_reference_00414","GPSC17_reference_00466","GPSC18_reference_00397","GPSC19_reference_00512","GPSC1_reference_00470","GPSC21_reference_00375","GPSC22_reference_00424","GPSC23_reference_00513","GPSC25_reference_00564","GPSC26_reference_00432","GPSC27_reference_00429","GPSC2_reference_00460","GPSC30_reference_00483","GPSC31_reference_00432","GPSC32_reference_00506","GPSC33_reference_00439","GPSC34_reference_00474","GPSC37_reference_00447","GPSC3_reference_00438","GPSC40_reference_00456","GPSC43_reference_00380","GPSC47_reference_00452","GPSC4_reference_00405","GPSC5_reference_00495","GPSC6_reference_00472","GPSC7_reference_00551","GPSC8_reference_00502","GPSC9_reference_00390","NC_017592_00460"
"trkG","","Trk system potassium uptake protein TrkG","35","35","1","1","4998","","","","1439","1439","1439","AP023349_00363","GPSC10_reference_00413","GPSC11_reference_00480","GPSC13_reference_00440","GPSC14_reference_00460","GPSC15_reference_00445","GPSC16_reference_00427","GPSC17_reference_00479","GPSC18_reference_00410","GPSC19_reference_00530","GPSC1_reference_00499","GPSC21_reference_00403","GPSC22_reference_00444","GPSC23_reference_00541","GPSC25_reference_00577","GPSC26_reference_00444","GPSC27_reference_00457","GPSC2_reference_00478","GPSC30_reference_00499","GPSC31_reference_00450","GPSC32_reference_00524","GPSC33_reference_00455","GPSC34_reference_00488","GPSC37_reference_00464","GPSC3_reference_00457","GPSC40_reference_00469","GPSC43_reference_00393","GPSC47_reference_00480","GPSC4_reference_00420","GPSC5_reference_00513","GPSC6_reference_00500","GPSC7_reference_00569","GPSC8_reference_00520","GPSC9_reference_00407","NC_017592_00473"
"trkA","","Trk system potassium uptake protein TrkA","35","35","1","1","4996","","","","293","1349","1318","AP023349_00364","GPSC10_reference_00414","GPSC11_reference_00481","GPSC13_reference_00441","GPSC14_reference_00461","GPSC15_reference_00446","GPSC16_reference_00428","GPSC17_reference_00480","GPSC18_reference_00411","GPSC19_reference_00531","GPSC1_reference_00500","GPSC21_reference_00404","GPSC22_reference_00445","GPSC23_reference_00542","GPSC25_reference_00578","GPSC26_reference_00445","GPSC27_reference_00458","GPSC2_reference_00479","GPSC30_reference_00500","GPSC31_reference_00451","GPSC32_reference_00525","GPSC33_reference_00456","GPSC34_reference_00489","GPSC37_reference_00465","GPSC3_reference_00458","GPSC40_reference_00470","GPSC43_reference_00394","GPSC47_reference_00481","GPSC4_reference_00421","GPSC5_reference_00514","GPSC6_reference_00501","GPSC7_reference_00570","GPSC8_reference_00521","GPSC9_reference_00408","NC_017592_00474"
"trmL","","tRNA (cytidine(34)-2'-O)-methyltransferase","35","35","1","1","4988","","","","503","503","503","AP023349_00370","GPSC10_reference_00420","GPSC11_reference_00487","GPSC13_reference_00447","GPSC14_reference_00467","GPSC15_reference_00452","GPSC16_reference_00434","GPSC17_reference_00486","GPSC18_reference_00417","GPSC19_reference_00537","GPSC1_reference_00506","GPSC21_reference_00410","GPSC22_reference_00451","GPSC23_reference_00548","GPSC25_reference_00584","GPSC26_reference_00451","GPSC27_reference_00464","GPSC2_reference_00485","GPSC30_reference_00506","GPSC31_reference_00457","GPSC32_reference_00531","GPSC33_reference_00462","GPSC34_reference_00495","GPSC37_reference_00471","GPSC3_reference_00464","GPSC40_reference_00476","GPSC43_reference_00400","GPSC47_reference_00487","GPSC4_reference_00427","GPSC5_reference_00520","GPSC6_reference_00507","GPSC7_reference_00576","GPSC8_reference_00527","GPSC9_reference_00414","NC_017592_00480"
"acyP","","Acylphosphatase","35","35","1","1","5864","","","","278","278","278","AP023349_00414","GPSC10_reference_01787","GPSC11_reference_01847","GPSC13_reference_01816","GPSC14_reference_01850","GPSC15_reference_01747","GPSC16_reference_01956","GPSC17_reference_01835","GPSC18_reference_01830","GPSC19_reference_01865","GPSC1_reference_01864","GPSC21_reference_01790","GPSC22_reference_01801","GPSC23_reference_01999","GPSC25_reference_01900","GPSC26_reference_01900","GPSC27_reference_01900","GPSC2_reference_01888","GPSC30_reference_01882","GPSC31_reference_01820","GPSC32_reference_01911","GPSC33_reference_01788","GPSC34_reference_01827","GPSC37_reference_01807","GPSC3_reference_01891","GPSC40_reference_01855","GPSC43_reference_01815","GPSC47_reference_01931","GPSC4_reference_01833","GPSC5_reference_01884","GPSC6_reference_01915","GPSC7_reference_01938","GPSC8_reference_01955","GPSC9_reference_01773","NC_017592_01823"
"group_1609","","hypothetical protein","35","35","1","1","2218","","","","1331","1331","1331","AP023349_00423","GPSC10_reference_01776","GPSC11_reference_01836","GPSC13_reference_01805","GPSC14_reference_01840","GPSC15_reference_01736","GPSC16_reference_01945","GPSC17_reference_01824","GPSC18_reference_01819","GPSC19_reference_01854","GPSC1_reference_01854","GPSC21_reference_01779","GPSC22_reference_01790","GPSC23_reference_01988","GPSC25_reference_01889","GPSC26_reference_01889","GPSC27_reference_01889","GPSC2_reference_01877","GPSC30_reference_01871","GPSC31_reference_01809","GPSC32_reference_01900","GPSC33_reference_01777","GPSC34_reference_01816","GPSC37_reference_01796","GPSC3_reference_01880","GPSC40_reference_01844","GPSC43_reference_01804","GPSC47_reference_01920","GPSC4_reference_01822","GPSC5_reference_01873","GPSC6_reference_01904","GPSC7_reference_01928","GPSC8_reference_01944","GPSC9_reference_01762","NC_017592_01812"
"oppC","","Oligopeptide transport system permease protein OppC","35","35","1","1","3576","","","","416","926","911","AP023349_00427","GPSC10_reference_01719","GPSC11_reference_01771","GPSC13_reference_01719","GPSC14_reference_01768","GPSC15_reference_01663","GPSC16_reference_01849","GPSC17_reference_01753","GPSC18_reference_01727","GPSC19_reference_01772","GPSC1_reference_01736","GPSC21_reference_01697","GPSC22_reference_01712","GPSC23_reference_01892","GPSC25_reference_01814","GPSC26_reference_01803","GPSC27_reference_01797","GPSC2_reference_01791","GPSC30_reference_01790","GPSC31_reference_01737","GPSC32_reference_01820","GPSC33_reference_01706","GPSC34_reference_01743","GPSC37_reference_01714","GPSC3_reference_01799","GPSC40_reference_01763","GPSC43_reference_01658","GPSC47_reference_01848","GPSC4_reference_01750","GPSC5_reference_02007","GPSC6_reference_01806","GPSC7_reference_01857","GPSC8_reference_01859","GPSC9_reference_01690","NC_017592_01727"
"scpB","","Segregation and condensation protein B","35","35","1","1","1286","","","","569","569","569","AP023349_00447","GPSC10_reference_01703","GPSC11_reference_01753","GPSC13_reference_01702","GPSC14_reference_01754","GPSC15_reference_01649","GPSC16_reference_01832","GPSC17_reference_01735","GPSC18_reference_01711","GPSC19_reference_01756","GPSC1_reference_01718","GPSC21_reference_01681","GPSC22_reference_01695","GPSC23_reference_01876","GPSC25_reference_01797","GPSC26_reference_01785","GPSC27_reference_01781","GPSC2_reference_01773","GPSC30_reference_01774","GPSC31_reference_01719","GPSC32_reference_01802","GPSC33_reference_01690","GPSC34_reference_01727","GPSC37_reference_01698","GPSC3_reference_01781","GPSC40_reference_01747","GPSC43_reference_01640","GPSC47_reference_01833","GPSC4_reference_01734","GPSC5_reference_01799","GPSC6_reference_01791","GPSC7_reference_01844","GPSC8_reference_01842","GPSC9_reference_01676","NC_017592_01711"
"pepA_2","","Glutamyl aminopeptidase","35","35","1","1","1277","","","","821","1064","1057","AP023349_00450","GPSC10_reference_01695","GPSC11_reference_01745","GPSC13_reference_01694","GPSC14_reference_01746","GPSC15_reference_01641","GPSC16_reference_01824","GPSC17_reference_01727","GPSC18_reference_01703","GPSC19_reference_01748","GPSC1_reference_01709","GPSC21_reference_01673","GPSC22_reference_01687","GPSC23_reference_01868","GPSC25_reference_01789","GPSC26_reference_01777","GPSC27_reference_01773","GPSC2_reference_01765","GPSC30_reference_01766","GPSC31_reference_01711","GPSC32_reference_01794","GPSC33_reference_01682","GPSC34_reference_01719","GPSC37_reference_01690","GPSC3_reference_01773","GPSC40_reference_01739","GPSC43_reference_01632","GPSC47_reference_01824","GPSC4_reference_01726","GPSC5_reference_01791","GPSC6_reference_01783","GPSC7_reference_01836","GPSC8_reference_01834","GPSC9_reference_01668","NC_017592_01703"
"group_1617","","hypothetical protein","35","35","1","1","1690","","","","293","293","293","AP023349_00485","GPSC10_reference_00451","GPSC11_reference_00542","GPSC13_reference_00499","GPSC14_reference_00522","GPSC15_reference_00503","GPSC16_reference_00487","GPSC17_reference_00543","GPSC18_reference_00473","GPSC19_reference_00593","GPSC1_reference_00562","GPSC21_reference_00529","GPSC22_reference_00503","GPSC23_reference_00601","GPSC25_reference_00641","GPSC26_reference_00509","GPSC27_reference_00522","GPSC2_reference_00536","GPSC30_reference_00554","GPSC31_reference_00519","GPSC32_reference_00584","GPSC33_reference_00509","GPSC34_reference_00550","GPSC37_reference_00526","GPSC3_reference_00514","GPSC40_reference_00536","GPSC43_reference_00455","GPSC47_reference_00542","GPSC4_reference_00480","GPSC5_reference_00577","GPSC6_reference_00565","GPSC7_reference_00632","GPSC8_reference_00582","GPSC9_reference_00466","NC_017592_00531"
"rpoE","","putative DNA-directed RNA polymerase subunit delta","35","35","1","1","4983","","","","587","602","587","AP023349_00505","GPSC10_reference_00425","GPSC11_reference_00492","GPSC13_reference_00452","GPSC14_reference_00472","GPSC15_reference_00457","GPSC16_reference_00439","GPSC17_reference_00491","GPSC18_reference_00422","GPSC19_reference_00541","GPSC1_reference_00511","GPSC21_reference_00415","GPSC22_reference_00456","GPSC23_reference_00553","GPSC25_reference_00589","GPSC26_reference_00456","GPSC27_reference_00469","GPSC2_reference_00490","GPSC30_reference_00511","GPSC31_reference_00471","GPSC32_reference_00535","GPSC33_reference_00467","GPSC34_reference_00500","GPSC37_reference_00476","GPSC3_reference_00469","GPSC40_reference_00490","GPSC43_reference_00405","GPSC47_reference_00492","GPSC4_reference_00432","GPSC5_reference_00525","GPSC6_reference_00512","GPSC7_reference_00581","GPSC8_reference_00532","GPSC9_reference_00419","NC_017592_00485"
"pyrG","","CTP synthase","35","35","1","1","4982","","","","563","1607","1577","AP023349_00506","GPSC10_reference_00426","GPSC11_reference_00493","GPSC13_reference_00453","GPSC14_reference_00473","GPSC15_reference_00458","GPSC16_reference_00440","GPSC17_reference_00492","GPSC18_reference_00423","GPSC19_reference_00542","GPSC1_reference_00512","GPSC21_reference_00416","GPSC22_reference_00457","GPSC23_reference_00554","GPSC25_reference_00590","GPSC26_reference_00457","GPSC27_reference_00470","GPSC2_reference_00491","GPSC30_reference_00512","GPSC31_reference_00472","GPSC32_reference_00536","GPSC33_reference_00468","GPSC34_reference_00501","GPSC37_reference_00477","GPSC3_reference_00470","GPSC40_reference_00491","GPSC43_reference_00406","GPSC47_reference_00493","GPSC4_reference_00433","GPSC5_reference_00526","GPSC6_reference_00513","GPSC7_reference_00582","GPSC8_reference_00533","GPSC9_reference_00420","NC_017592_00486"
"groS","","10 kDa chaperonin","35","35","1","1","1313","","","","284","284","284","AP023349_00523","GPSC10_reference_01730","GPSC11_reference_01792","GPSC13_reference_01754","GPSC14_reference_01795","GPSC15_reference_01693","GPSC16_reference_01893","GPSC17_reference_01782","GPSC18_reference_01775","GPSC19_reference_01801","GPSC1_reference_01777","GPSC21_reference_01727","GPSC22_reference_01744","GPSC23_reference_01935","GPSC25_reference_01835","GPSC26_reference_01842","GPSC27_reference_01837","GPSC2_reference_01831","GPSC30_reference_01817","GPSC31_reference_01761","GPSC32_reference_01848","GPSC33_reference_01734","GPSC34_reference_01771","GPSC37_reference_01744","GPSC3_reference_01838","GPSC40_reference_01790","GPSC43_reference_01759","GPSC47_reference_01875","GPSC4_reference_01779","GPSC5_reference_01821","GPSC6_reference_01850","GPSC7_reference_01887","GPSC8_reference_01900","GPSC9_reference_01718","NC_017592_01768"
"rlmCD","","23S rRNA (uracil-C(5))-methyltransferase RlmCD","35","35","1","1","3593","","","","1331","1367","1355","AP023349_00529","GPSC10_reference_01724","GPSC11_reference_01787","GPSC13_reference_01747","GPSC14_reference_01788","GPSC15_reference_01684","GPSC16_reference_01885","GPSC17_reference_01775","GPSC18_reference_01757","GPSC19_reference_01792","GPSC1_reference_01769","GPSC21_reference_02114","GPSC22_reference_01735","GPSC23_reference_01926","GPSC25_reference_01827","GPSC26_reference_01836","GPSC27_reference_01830","GPSC2_reference_01824","GPSC30_reference_01811","GPSC31_reference_01755","GPSC32_reference_01840","GPSC33_reference_01727","GPSC34_reference_01766","GPSC37_reference_01735","GPSC3_reference_01829","GPSC40_reference_01785","GPSC43_reference_01750","GPSC47_reference_01869","GPSC4_reference_01773","GPSC5_reference_01813","GPSC6_reference_01842","GPSC7_reference_01878","GPSC8_reference_01894","GPSC9_reference_01709","NC_017592_01760"
"group_1623","","hypothetical protein","35","35","1","1","1271","","","","1520","1520","1520","AP023349_00550","GPSC10_reference_01690","GPSC11_reference_01740","GPSC13_reference_01689","GPSC14_reference_01741","GPSC15_reference_01636","GPSC16_reference_01819","GPSC17_reference_01722","GPSC18_reference_01698","GPSC19_reference_01743","GPSC1_reference_01704","GPSC21_reference_01668","GPSC22_reference_01682","GPSC23_reference_01863","GPSC25_reference_01784","GPSC26_reference_01772","GPSC27_reference_01768","GPSC2_reference_01760","GPSC30_reference_01761","GPSC31_reference_01706","GPSC32_reference_01789","GPSC33_reference_01677","GPSC34_reference_01714","GPSC37_reference_01685","GPSC3_reference_01768","GPSC40_reference_01734","GPSC43_reference_01627","GPSC47_reference_01819","GPSC4_reference_01721","GPSC5_reference_01786","GPSC6_reference_01778","GPSC7_reference_01831","GPSC8_reference_01829","GPSC9_reference_01663","NC_017592_01698"
"melR","","HTH-type transcriptional repressor MelR","35","35","1","1","1264","","","","1004","1007","1006","AP023349_00553","GPSC10_reference_01684","GPSC11_reference_01734","GPSC13_reference_01683","GPSC14_reference_01735","GPSC15_reference_01630","GPSC16_reference_01813","GPSC17_reference_01716","GPSC18_reference_01692","GPSC19_reference_01737","GPSC1_reference_01698","GPSC21_reference_01662","GPSC22_reference_01676","GPSC23_reference_01857","GPSC25_reference_01778","GPSC26_reference_01766","GPSC27_reference_01762","GPSC2_reference_01753","GPSC30_reference_01755","GPSC31_reference_01700","GPSC32_reference_01783","GPSC33_reference_01671","GPSC34_reference_01708","GPSC37_reference_01679","GPSC3_reference_01762","GPSC40_reference_01728","GPSC43_reference_01621","GPSC47_reference_01813","GPSC4_reference_01715","GPSC5_reference_01780","GPSC6_reference_01772","GPSC7_reference_01825","GPSC8_reference_01823","GPSC9_reference_01656","NC_017592_01692"
