"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ERR144577","ERR161044","ERR181435","ERR212146","ERR234202","H37Rv","NC_019950","SRR1019139","SRR1163294","SRR1172044","SRR1173640","SRR1180462","SRR671749","SRR998654"
"fprB","","putative ferredoxin/ferredoxin--NADP reductase","14","14","1","1","1170","","","","1727","1727","1727","ERR144577_00933","ERR161044_00944","ERR181435_00937","ERR212146_00939","ERR234202_00943","H37Rv_00937","NC_019950_00914","SRR1019139_00939","SRR1163294_00934","SRR1172044_00935","SRR1173640_00937","SRR1180462_00939","SRR671749_00933","SRR998654_00934"
"group_1852","","hypothetical protein","14","14","1","1","477","","","","821","821","821","ERR144577_00271","ERR161044_00270","ERR181435_00271","ERR212146_00274","ERR234202_00271","H37Rv_00269","NC_019950_00271","SRR1019139_00273","SRR1163294_00271","SRR1172044_00268","SRR1173640_00272","SRR1180462_00273","SRR671749_00268","SRR998654_00269"
"sigE","","ECF RNA polymerase sigma factor SigE","14","14","1","1","1541","","","","632","632","632","ERR144577_01293","ERR161044_01300","ERR181435_01295","ERR212146_01297","ERR234202_01301","H37Rv_01294","NC_019950_01271","SRR1019139_01297","SRR1163294_01292","SRR1172044_01292","SRR1173640_01296","SRR1180462_01297","SRR671749_01291","SRR998654_01291"
"echA8_3","","putative enoyl-CoA hydratase echA8","14","14","1","1","3555","","","","884","884","884","ERR144577_03961","ERR161044_03980","ERR181435_03972","ERR212146_03970","ERR234202_03968","H37Rv_03970","NC_019950_03947","SRR1019139_03966","SRR1163294_03971","SRR1172044_03962","SRR1173640_03962","SRR1180462_03969","SRR671749_03964","SRR998654_03971"
"group_1855","","hypothetical protein","14","14","1","1","2882","","","","272","272","272","ERR144577_02555","ERR161044_02565","ERR181435_02559","ERR212146_02559","ERR234202_02557","H37Rv_02557","NC_019950_02543","SRR1019139_02554","SRR1163294_02557","SRR1172044_02550","SRR1173640_02555","SRR1180462_02557","SRR671749_02551","SRR998654_02554"
"orn","","Oligoribonuclease","14","14","1","1","2975","","","","698","698","698","ERR144577_02644","ERR161044_02657","ERR181435_02650","ERR212146_02649","ERR234202_02646","H37Rv_02646","NC_019950_02637","SRR1019139_02644","SRR1163294_02648","SRR1172044_02639","SRR1173640_02644","SRR1180462_02647","SRR671749_02640","SRR998654_02643"
"tcrX_3","","putative transcriptional regulatory protein TcrX","14","14","1","1","3568","","","","704","704","704","ERR144577_03948","ERR161044_03966","ERR181435_03959","ERR212146_03957","ERR234202_03955","H37Rv_03957","NC_019950_03934","SRR1019139_03953","SRR1163294_03958","SRR1172044_03949","SRR1173640_03949","SRR1180462_03956","SRR671749_03950","SRR998654_03958"
"iscU","","Iron-sulfur cluster assembly scaffold protein IscU","14","14","1","1","1797","","","","488","488","488","ERR144577_01549","ERR161044_01557","ERR181435_01551","ERR212146_01555","ERR234202_01557","H37Rv_01550","NC_019950_01529","SRR1019139_01552","SRR1163294_01548","SRR1172044_01548","SRR1173640_01552","SRR1180462_01554","SRR671749_01547","SRR998654_01550"
"hcaB_4","","3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase","14","14","1","1","2559","","","","881","881","881","ERR144577_02248","ERR161044_02257","ERR181435_02250","ERR212146_02252","ERR234202_02250","H37Rv_02246","NC_019950_02233","SRR1019139_02247","SRR1163294_02251","SRR1172044_02243","SRR1173640_02250","SRR1180462_02250","SRR671749_02244","SRR998654_02246"
"mmpL9","","putative transport protein MmpL9","14","14","1","1","2790","","","","2570","2888","2823","ERR144577_02470","ERR161044_02480","ERR181435_02472","ERR212146_02473","ERR234202_02472","H37Rv_02471","NC_019950_02458","SRR1019139_02469","SRR1163294_02472","SRR1172044_02465","SRR1173640_02470","SRR1180462_02472","SRR671749_02466","SRR998654_02469"
"group_1860","","putative protein","14","14","1","1","2713","","","","299","299","299","ERR144577_02398","ERR161044_02406","ERR181435_02399","ERR212146_02401","ERR234202_02400","H37Rv_02397","NC_019950_02383","SRR1019139_02396","SRR1163294_02399","SRR1172044_02392","SRR1173640_02398","SRR1180462_02399","SRR671749_02393","SRR998654_02395"
"group_1861","","hypothetical protein","14","14","1","1","3115","","","","332","332","332","ERR144577_02775","ERR161044_02791","ERR181435_02786","ERR212146_02782","ERR234202_02780","H37Rv_02780","NC_019950_02769","SRR1019139_02778","SRR1163294_02783","SRR1172044_02772","SRR1173640_02775","SRR1180462_02780","SRR671749_02774","SRR998654_02777"
"group_1862","","2-dehydropantoate 2-reductase","14","14","1","1","3045","","","","827","827","827","ERR144577_02708","ERR161044_02724","ERR181435_02718","ERR212146_02715","ERR234202_02712","H37Rv_02713","NC_019950_02701","SRR1019139_02710","SRR1163294_02715","SRR1172044_02705","SRR1173640_02708","SRR1180462_02713","SRR671749_02706","SRR998654_02710"
"group_1863","","putative protein","14","14","1","1","2677","","","","422","422","422","ERR144577_02368","ERR161044_02374","ERR181435_02369","ERR212146_02371","ERR234202_02369","H37Rv_02365","NC_019950_02349","SRR1019139_02366","SRR1163294_02369","SRR1172044_02362","SRR1173640_02368","SRR1180462_02369","SRR671749_02363","SRR998654_02365"
"caiD_2","","Carnitinyl-CoA dehydratase","14","14","1","1","893","","","","695","695","695","ERR144577_00665","ERR161044_00670","ERR181435_00667","ERR212146_00670","ERR234202_00671","H37Rv_00668","NC_019950_00655","SRR1019139_00669","SRR1163294_00666","SRR1172044_00665","SRR1173640_00665","SRR1180462_00668","SRR671749_00664","SRR998654_00664"
"group_1865","","hypothetical protein","14","14","1","1","1079","","","","347","347","347","ERR144577_00844","ERR161044_00854","ERR181435_00847","ERR212146_00850","ERR234202_00852","H37Rv_00848","NC_019950_00826","SRR1019139_00850","SRR1163294_00846","SRR1172044_00846","SRR1173640_00848","SRR1180462_00849","SRR671749_00844","SRR998654_00846"
"serA","","D-3-phosphoglycerate dehydrogenase","14","14","1","1","4431","","","","1571","1571","1571","ERR144577_03137","ERR161044_03152","ERR181435_03148","ERR212146_03146","ERR234202_03144","H37Rv_03144","NC_019950_03114","SRR1019139_03142","SRR1163294_03148","SRR1172044_03136","SRR1173640_03138","SRR1180462_03146","SRR671749_03137","SRR998654_03141"
"mazG","","Nucleoside triphosphate pyrophosphohydrolase","14","14","1","1","1314","","","","980","980","980","ERR144577_01076","ERR161044_01086","ERR181435_01080","ERR212146_01081","ERR234202_01085","H37Rv_01078","NC_019950_01065","SRR1019139_01081","SRR1163294_01077","SRR1172044_01077","SRR1173640_01080","SRR1180462_01082","SRR671749_01075","SRR998654_01076"
"group_1868","","Ribonuclease VapC41","14","14","1","1","3076","","","","440","440","440","ERR144577_02738","ERR161044_02754","ERR181435_02748","ERR212146_02745","ERR234202_02743","H37Rv_02743","NC_019950_02732","SRR1019139_02740","SRR1163294_02745","SRR1172044_02735","SRR1173640_02738","SRR1180462_02743","SRR671749_02736","SRR998654_02740"
"rpsB","","30S ribosomal protein S2","14","14","1","1","4544","","","","863","863","863","ERR144577_03027","ERR161044_03044","ERR181435_03039","ERR212146_03036","ERR234202_03035","H37Rv_03033","NC_019950_03004","SRR1019139_03031","SRR1163294_03037","SRR1172044_03024","SRR1173640_03027","SRR1180462_03034","SRR671749_03026","SRR998654_03031"
"group_1870","","putative protein","14","14","1","1","724","","","","749","749","749","ERR144577_00502","ERR161044_00506","ERR181435_00503","ERR212146_00507","ERR234202_00509","H37Rv_00504","NC_019950_00498","SRR1019139_00507","SRR1163294_00504","SRR1172044_00501","SRR1173640_00503","SRR1180462_00506","SRR671749_00500","SRR998654_00501"
"group_1871","","putative SufE-like protein","14","14","1","1","4103","","","","431","431","431","ERR144577_03449","ERR161044_03465","ERR181435_03459","ERR212146_03460","ERR234202_03455","H37Rv_03457","NC_019950_03436","SRR1019139_03457","SRR1163294_03463","SRR1172044_03449","SRR1173640_03450","SRR1180462_03460","SRR671749_03450","SRR998654_03454"
"glf","","UDP-galactopyranose mutase","14","14","1","1","3521","","","","1199","1199","1199","ERR144577_03996","ERR161044_04015","ERR181435_04007","ERR212146_04005","ERR234202_04003","H37Rv_04005","NC_019950_03981","SRR1019139_04001","SRR1163294_04006","SRR1172044_03997","SRR1173640_03997","SRR1180462_04004","SRR671749_03999","SRR998654_04006"
"group_1873","","putative protein","14","14","1","1","1184","","","","263","263","263","ERR144577_00948","ERR161044_00957","ERR181435_00951","ERR212146_00953","ERR234202_00957","H37Rv_00950","NC_019950_00927","SRR1019139_00952","SRR1163294_00948","SRR1172044_00949","SRR1173640_00952","SRR1180462_00952","SRR671749_00947","SRR998654_00948"
"group_1874","","hypothetical protein","14","14","1","1","623","","","","854","854","854","ERR144577_00404","ERR161044_00405","ERR181435_00405","ERR212146_00409","ERR234202_00408","H37Rv_00405","NC_019950_00403","SRR1019139_00407","SRR1163294_00405","SRR1172044_00403","SRR1173640_00405","SRR1180462_00406","SRR671749_00402","SRR998654_00402"
"group_1875","","hypothetical protein","14","14","1","1","4412","","","","665","665","665","ERR144577_03156","ERR161044_03171","ERR181435_03167","ERR212146_03165","ERR234202_03163","H37Rv_03163","NC_019950_03133","SRR1019139_03161","SRR1163294_03167","SRR1172044_03155","SRR1173640_03157","SRR1180462_03165","SRR671749_03156","SRR998654_03160"
"alkG","","Rubredoxin-2","14","14","1","1","4139","","","","170","170","170","ERR144577_03415","ERR161044_03431","ERR181435_03425","ERR212146_03425","ERR234202_03421","H37Rv_03423","NC_019950_03397","SRR1019139_03423","SRR1163294_03429","SRR1172044_03415","SRR1173640_03416","SRR1180462_03426","SRR671749_03416","SRR998654_03420"
"group_1877","","putative protein","14","14","1","1","1677","","","","371","371","371","ERR144577_01432","ERR161044_01439","ERR181435_01433","ERR212146_01437","ERR234202_01439","H37Rv_01432","NC_019950_01412","SRR1019139_01435","SRR1163294_01430","SRR1172044_01430","SRR1173640_01434","SRR1180462_01435","SRR671749_01429","SRR998654_01431"
"tesE","","2-hydroxyhexa-2,4-dienoate hydratase","14","14","1","1","3812","","","","785","785","785","ERR144577_03715","ERR161044_03732","ERR181435_03725","ERR212146_03723","ERR234202_03720","H37Rv_03723","NC_019950_03701","SRR1019139_03720","SRR1163294_03725","SRR1172044_03715","SRR1173640_03716","SRR1180462_03723","SRR671749_03716","SRR998654_03723"
"prrA","","Transcriptional regulatory protein PrrA","14","14","1","1","1189","","","","710","710","710","ERR144577_00953","ERR161044_00962","ERR181435_00956","ERR212146_00958","ERR234202_00962","H37Rv_00955","NC_019950_00932","SRR1019139_00957","SRR1163294_00953","SRR1172044_00954","SRR1173640_00957","SRR1180462_00957","SRR671749_00952","SRR998654_00953"
"group_1880","","putative protein","14","14","1","1","2400","","","","728","728","728","ERR144577_02108","ERR161044_02121","ERR181435_02115","ERR212146_02116","ERR234202_02112","H37Rv_02109","NC_019950_02086","SRR1019139_02110","SRR1163294_02113","SRR1172044_02106","SRR1173640_02112","SRR1180462_02111","SRR671749_02107","SRR998654_02109"
"espG5","","ESX-5 secretion-associated protein EspG5","14","14","1","1","2173","","","","902","902","902","ERR144577_01895","ERR161044_01901","ERR181435_01901","ERR212146_01901","ERR234202_01899","H37Rv_01895","NC_019950_01877","SRR1019139_01896","SRR1163294_01896","SRR1172044_01892","SRR1173640_01899","SRR1180462_01897","SRR671749_01892","SRR998654_01895"
"group_1882","","hypothetical protein","14","14","1","1","900","","","","500","500","500","ERR144577_00674","ERR161044_00679","ERR181435_00676","ERR212146_00679","ERR234202_00680","H37Rv_00677","NC_019950_00664","SRR1019139_00678","SRR1163294_00675","SRR1172044_00674","SRR1173640_00674","SRR1180462_00677","SRR671749_00673","SRR998654_00673"
"group_1883","","putative protein","14","14","1","1","1159","","","","1532","1532","1532","ERR144577_00923","ERR161044_00934","ERR181435_00927","ERR212146_00929","ERR234202_00932","H37Rv_00927","NC_019950_00904","SRR1019139_00929","SRR1163294_00924","SRR1172044_00925","SRR1173640_00927","SRR1180462_00929","SRR671749_00923","SRR998654_00924"
"group_1884","","hypothetical protein","14","14","1","1","4312","","","","851","851","851","ERR144577_03249","ERR161044_03265","ERR181435_03261","ERR212146_03258","ERR234202_03256","H37Rv_03256","NC_019950_03244","SRR1019139_03255","SRR1163294_03261","SRR1172044_03248","SRR1173640_03250","SRR1180462_03259","SRR671749_03249","SRR998654_03253"
"group_1885","","Putative S-adenosyl-L-methionine-dependent methyltransferase","14","14","1","1","1109","","","","905","905","905","ERR144577_00873","ERR161044_00883","ERR181435_00876","ERR212146_00879","ERR234202_00881","H37Rv_00877","NC_019950_00855","SRR1019139_00879","SRR1163294_00875","SRR1172044_00875","SRR1173640_00877","SRR1180462_00878","SRR671749_00873","SRR998654_00875"
"group_1886","","hypothetical protein","14","14","1","1","598","","","","404","404","404","ERR144577_00381","ERR161044_00382","ERR181435_00382","ERR212146_00386","ERR234202_00384","H37Rv_00382","NC_019950_00379","SRR1019139_00384","SRR1163294_00382","SRR1172044_00380","SRR1173640_00382","SRR1180462_00383","SRR671749_00379","SRR998654_00379"
"group_1887","","putative enoyl-CoA hydratase 1","14","14","1","1","342","","","","455","455","455","ERR144577_00144","ERR161044_00142","ERR181435_00145","ERR212146_00145","ERR234202_00144","H37Rv_00143","NC_019950_00147","SRR1019139_00146","SRR1163294_00144","SRR1172044_00142","SRR1173640_00145","SRR1180462_00144","SRR671749_00142","SRR998654_00143"
"group_1888","","hypothetical protein","14","14","1","1","4064","","","","242","242","242","ERR144577_03488","ERR161044_03504","ERR181435_03498","ERR212146_03499","ERR234202_03494","H37Rv_03496","NC_019950_03476","SRR1019139_03496","SRR1163294_03502","SRR1172044_03488","SRR1173640_03489","SRR1180462_03499","SRR671749_03489","SRR998654_03493"
"cysA","","Sulfate/thiosulfate import ATP-binding protein CysA","14","14","1","1","2856","","","","1055","1055","1055","ERR144577_02531","ERR161044_02541","ERR181435_02535","ERR212146_02535","ERR234202_02533","H37Rv_02532","NC_019950_02518","SRR1019139_02530","SRR1163294_02533","SRR1172044_02526","SRR1173640_02531","SRR1180462_02533","SRR671749_02527","SRR998654_02530"
"fbiD","","Phosphoenolpyruvate guanylyltransferase","14","14","1","1","4444","","","","644","644","644","ERR144577_03122","ERR161044_03137","ERR181435_03133","ERR212146_03131","ERR234202_03129","H37Rv_03129","NC_019950_03099","SRR1019139_03126","SRR1163294_03132","SRR1172044_03121","SRR1173640_03123","SRR1180462_03130","SRR671749_03122","SRR998654_03126"
"trmB","","tRNA (guanine-N(7)-)-methyltransferase","14","14","1","1","431","","","","593","593","593","ERR144577_00228","ERR161044_00226","ERR181435_00228","ERR212146_00231","ERR234202_00227","H37Rv_00226","NC_019950_00228","SRR1019139_00229","SRR1163294_00227","SRR1172044_00225","SRR1173640_00229","SRR1180462_00229","SRR671749_00225","SRR998654_00226"
"group_1892","","hypothetical protein","14","14","1","1","1421","","","","173","173","173","ERR144577_01180","ERR161044_01188","ERR181435_01183","ERR212146_01184","ERR234202_01189","H37Rv_01180","NC_019950_01161","SRR1019139_01184","SRR1163294_01180","SRR1172044_01179","SRR1173640_01183","SRR1180462_01185","SRR671749_01177","SRR998654_01178"
"bfrB","","Ferritin BfrB","14","14","1","1","3486","","","","545","545","545","ERR144577_04029","ERR161044_04048","ERR181435_04042","ERR212146_04039","ERR234202_04036","H37Rv_04039","NC_019950_04014","SRR1019139_04034","SRR1163294_04039","SRR1172044_04031","SRR1173640_04030","SRR1180462_04038","SRR671749_04033","SRR998654_04039"
"group_1894","","Transcriptional regulator","14","14","1","1","3865","","","","323","323","323","ERR144577_03664","ERR161044_03681","ERR181435_03674","ERR212146_03673","ERR234202_03668","H37Rv_03673","NC_019950_03651","SRR1019139_03670","SRR1163294_03675","SRR1172044_03665","SRR1173640_03665","SRR1180462_03672","SRR671749_03665","SRR998654_03671"
"group_1895","","hypothetical protein","14","14","1","1","2023","","","","347","347","347","ERR144577_01760","ERR161044_01765","ERR181435_01763","ERR212146_01765","ERR234202_01765","H37Rv_01761","NC_019950_01733","SRR1019139_01761","SRR1163294_01762","SRR1172044_01758","SRR1173640_01765","SRR1180462_01763","SRR671749_01757","SRR998654_01760"
"group_1896","","hypothetical protein","14","14","1","1","1554","","","","527","527","527","ERR144577_01306","ERR161044_01313","ERR181435_01308","ERR212146_01310","ERR234202_01314","H37Rv_01307","NC_019950_01284","SRR1019139_01310","SRR1163294_01305","SRR1172044_01305","SRR1173640_01309","SRR1180462_01310","SRR671749_01304","SRR998654_01304"
"group_1897","","hypothetical protein","14","14","1","1","1443","","","","236","236","236","ERR144577_01201","ERR161044_01208","ERR181435_01203","ERR212146_01205","ERR234202_01209","H37Rv_01200","NC_019950_01178","SRR1019139_01204","SRR1163294_01200","SRR1172044_01199","SRR1173640_01204","SRR1180462_01205","SRR671749_01197","SRR998654_01198"
"group_1898","","Putative O-phosphotransferase","14","14","1","1","3112","","","","629","629","629","ERR144577_02772","ERR161044_02788","ERR181435_02783","ERR212146_02779","ERR234202_02777","H37Rv_02777","NC_019950_02766","SRR1019139_02775","SRR1163294_02780","SRR1172044_02769","SRR1173640_02772","SRR1180462_02777","SRR671749_02771","SRR998654_02774"
