"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","AP023349","GPSC15_reference","GPSC21_reference","GPSC22_reference","GPSC26_reference","GPSC31_reference","GPSC32_reference","GPSC34_reference","GPSC37_reference","GPSC3_reference","GPSC40_reference","GPSC4_reference","GPSC8_reference","NC_017592"
"dapB","","4-hydroxy-tetrahydrodipicolinate reductase","14","14","1","1","2850","","","","767","767","767","AP023349_01592","GPSC15_reference_01361","GPSC21_reference_01406","GPSC22_reference_01406","GPSC26_reference_01512","GPSC31_reference_01426","GPSC32_reference_01548","GPSC34_reference_01403","GPSC37_reference_01398","GPSC3_reference_01506","GPSC40_reference_01399","GPSC4_reference_01437","GPSC8_reference_01522","NC_017592_01419"
"group_1684","","DegV domain-containing protein","14","14","1","1","2851","","","","848","848","848","AP023349_01593","GPSC15_reference_01362","GPSC21_reference_01407","GPSC22_reference_01407","GPSC26_reference_01513","GPSC31_reference_01427","GPSC32_reference_01549","GPSC34_reference_01404","GPSC37_reference_01399","GPSC3_reference_01507","GPSC40_reference_01400","GPSC4_reference_01438","GPSC8_reference_01523","NC_017592_01420"
"group_1685","","hypothetical protein","14","14","1","1","2852","","","","374","374","374","AP023349_01594","GPSC15_reference_01363","GPSC21_reference_01408","GPSC22_reference_01408","GPSC26_reference_01514","GPSC31_reference_01428","GPSC32_reference_01550","GPSC34_reference_01405","GPSC37_reference_01400","GPSC3_reference_01508","GPSC40_reference_01401","GPSC4_reference_01439","GPSC8_reference_01524","NC_017592_01421"
"glmM","","Phosphoglucosamine mutase","14","14","1","1","2853","","","","1352","1352","1352","AP023349_01595","GPSC15_reference_01364","GPSC21_reference_01409","GPSC22_reference_01409","GPSC26_reference_01515","GPSC31_reference_01429","GPSC32_reference_01551","GPSC34_reference_01406","GPSC37_reference_01401","GPSC3_reference_01509","GPSC40_reference_01402","GPSC4_reference_01440","GPSC8_reference_01525","NC_017592_01422"
"yumC","","Ferredoxin--NADP reductase 2","14","14","1","1","2860","","","","965","968","966","AP023349_01598","GPSC15_reference_01367","GPSC21_reference_01412","GPSC22_reference_01412","GPSC26_reference_01518","GPSC31_reference_01432","GPSC32_reference_01554","GPSC34_reference_01409","GPSC37_reference_01404","GPSC3_reference_01512","GPSC40_reference_01405","GPSC4_reference_01443","GPSC8_reference_01528","NC_017592_01425"
"group_1688","","Putative gluconeogenesis factor","14","14","1","1","2862","","","","977","977","977","AP023349_01603","GPSC15_reference_01369","GPSC21_reference_01414","GPSC22_reference_01414","GPSC26_reference_01520","GPSC31_reference_01434","GPSC32_reference_01556","GPSC34_reference_01471","GPSC37_reference_01406","GPSC3_reference_01514","GPSC40_reference_01462","GPSC4_reference_01445","GPSC8_reference_01530","NC_017592_01427"
"yvcJ","","Nucleotide-binding protein YvcJ","14","14","1","1","2863","","","","890","890","890","AP023349_01604","GPSC15_reference_01370","GPSC21_reference_01415","GPSC22_reference_01415","GPSC26_reference_01521","GPSC31_reference_01435","GPSC32_reference_01557","GPSC34_reference_01472","GPSC37_reference_01407","GPSC3_reference_01515","GPSC40_reference_01463","GPSC4_reference_01446","GPSC8_reference_01531","NC_017592_01428"
"dnaD","","DNA replication protein DnaD","14","14","1","1","2873","","","","677","677","677","AP023349_01613","GPSC15_reference_01380","GPSC21_reference_01424","GPSC22_reference_01424","GPSC26_reference_01531","GPSC31_reference_01444","GPSC32_reference_01566","GPSC34_reference_01481","GPSC37_reference_01416","GPSC3_reference_01524","GPSC40_reference_01472","GPSC4_reference_01455","GPSC8_reference_01540","NC_017592_01439"
"metAA","","Homoserine O-acetyltransferase","14","14","1","1","2874","","","","944","944","944","AP023349_01614","GPSC15_reference_01381","GPSC21_reference_01425","GPSC22_reference_01425","GPSC26_reference_01532","GPSC31_reference_01445","GPSC32_reference_01567","GPSC34_reference_01482","GPSC37_reference_01417","GPSC3_reference_01525","GPSC40_reference_01473","GPSC4_reference_01456","GPSC8_reference_01541","NC_017592_01440"
"rplK","","50S ribosomal protein L11","14","14","1","1","1197","","","","425","425","425","AP023349_01619","GPSC15_reference_00572","GPSC21_reference_00595","GPSC22_reference_00571","GPSC26_reference_00583","GPSC31_reference_00586","GPSC32_reference_00650","GPSC34_reference_00620","GPSC37_reference_00594","GPSC3_reference_00582","GPSC40_reference_00607","GPSC4_reference_00548","GPSC8_reference_00656","NC_017592_00601"
"brnQ","","Branched-chain amino acid transport system 2 carrier protein","14","14","1","1","1230","","","","1325","1325","1325","AP023349_01623","GPSC15_reference_00568","GPSC21_reference_00591","GPSC22_reference_00568","GPSC26_reference_00579","GPSC31_reference_00582","GPSC32_reference_00646","GPSC34_reference_00616","GPSC37_reference_00590","GPSC3_reference_00578","GPSC40_reference_00603","GPSC4_reference_00544","GPSC8_reference_00652","NC_017592_00595"
"group_1695","","hypothetical protein","14","14","1","1","1228","","","","578","584","578","AP023349_01625","GPSC15_reference_00566","GPSC21_reference_00589","GPSC22_reference_00566","GPSC26_reference_00577","GPSC31_reference_00580","GPSC32_reference_00644","GPSC34_reference_00614","GPSC37_reference_00588","GPSC3_reference_00576","GPSC40_reference_00601","GPSC4_reference_00542","GPSC8_reference_00650","NC_017592_00593"
"pepV","","Beta-Ala-Xaa dipeptidase","14","14","1","1","1226","","","","1400","1400","1400","AP023349_01626","GPSC15_reference_00565","GPSC21_reference_00588","GPSC22_reference_00565","GPSC26_reference_00576","GPSC31_reference_00579","GPSC32_reference_00643","GPSC34_reference_00613","GPSC37_reference_00587","GPSC3_reference_00575","GPSC40_reference_00600","GPSC4_reference_00541","GPSC8_reference_00649","NC_017592_00592"
"axe1-6A","","Carbohydrate acetyl esterase/feruloyl esterase","14","14","1","1","1215","","","","779","779","779","AP023349_01633","GPSC15_reference_00557","GPSC21_reference_00580","GPSC22_reference_00557","GPSC26_reference_00568","GPSC31_reference_00571","GPSC32_reference_00635","GPSC34_reference_00605","GPSC37_reference_00579","GPSC3_reference_00567","GPSC40_reference_00592","GPSC4_reference_00532","GPSC8_reference_00641","NC_017592_00584"
"group_1698","","hypothetical protein","14","14","1","1","1211","","","","2222","2234","2222","AP023349_01635","GPSC15_reference_00555","GPSC21_reference_00578","GPSC22_reference_00555","GPSC26_reference_00566","GPSC31_reference_00569","GPSC32_reference_00633","GPSC34_reference_00603","GPSC37_reference_00577","GPSC3_reference_00565","GPSC40_reference_00590","GPSC4_reference_00530","GPSC8_reference_00639","NC_017592_00582"
"mrnC","","Mini-ribonuclease 3","14","14","1","1","2669","","","","386","386","386","AP023349_01643","GPSC15_reference_00540","GPSC21_reference_00564","GPSC22_reference_00540","GPSC26_reference_00551","GPSC31_reference_00553","GPSC32_reference_00619","GPSC34_reference_00589","GPSC37_reference_00563","GPSC3_reference_00551","GPSC40_reference_00575","GPSC4_reference_00443","GPSC8_reference_00625","NC_017592_00568"
"cysE","","Serine acetyltransferase","14","14","1","1","1590","","","","617","617","617","AP023349_01646","GPSC15_reference_00537","GPSC21_reference_00561","GPSC22_reference_00537","GPSC26_reference_00548","GPSC31_reference_00550","GPSC32_reference_00616","GPSC34_reference_00586","GPSC37_reference_00560","GPSC3_reference_00548","GPSC40_reference_00572","GPSC4_reference_00446","GPSC8_reference_00622","NC_017592_00565"
"pnp","","Polyribonucleotide nucleotidyltransferase","14","14","1","1","1591","","","","2213","2321","2220","AP023349_01647","GPSC15_reference_00536","GPSC21_reference_00560","GPSC22_reference_00536","GPSC26_reference_00547","GPSC31_reference_00549","GPSC32_reference_00615","GPSC34_reference_00585","GPSC37_reference_00559","GPSC3_reference_00547","GPSC40_reference_00571","GPSC4_reference_00447","GPSC8_reference_00621","NC_017592_00564"
"metF","","5,10-methylenetetrahydrofolate reductase","14","14","1","1","1592","","","","866","866","866","AP023349_01648","GPSC15_reference_00535","GPSC21_reference_00559","GPSC22_reference_00535","GPSC26_reference_00546","GPSC31_reference_00548","GPSC32_reference_00614","GPSC34_reference_00584","GPSC37_reference_00558","GPSC3_reference_00546","GPSC40_reference_00570","GPSC4_reference_00448","GPSC8_reference_00620","NC_017592_00563"
"degA","","HTH-type transcriptional regulator DegA","14","14","1","1","1619","","","","965","965","965","AP023349_01659","GPSC15_reference_01521","GPSC21_reference_01551","GPSC22_reference_01544","GPSC26_reference_01656","GPSC31_reference_01572","GPSC32_reference_01688","GPSC34_reference_01609","GPSC37_reference_01554","GPSC3_reference_01651","GPSC40_reference_01603","GPSC4_reference_01586","GPSC8_reference_01685","NC_017592_01577"
"mvaA","","3-hydroxy-3-methylglutaryl-coenzyme A reductase","14","14","1","1","1620","","","","1274","1274","1274","AP023349_01660","GPSC15_reference_01522","GPSC21_reference_01552","GPSC22_reference_01545","GPSC26_reference_01657","GPSC31_reference_01573","GPSC32_reference_01689","GPSC34_reference_01610","GPSC37_reference_01555","GPSC3_reference_01652","GPSC40_reference_01604","GPSC4_reference_01587","GPSC8_reference_01686","NC_017592_01578"
"group_1706","","hypothetical protein","14","14","1","1","1627","","","","440","449","448","AP023349_01663","GPSC15_reference_01526","GPSC21_reference_01557","GPSC22_reference_01550","GPSC26_reference_01662","GPSC31_reference_01576","GPSC32_reference_01693","GPSC34_reference_01614","GPSC37_reference_01558","GPSC3_reference_01656","GPSC40_reference_01608","GPSC4_reference_01592","GPSC8_reference_01690","NC_017592_01582"
"stkP","","Serine/threonine-protein kinase StkP","14","14","1","1","1629","","","","1979","1979","1979","AP023349_01665","GPSC15_reference_01528","GPSC21_reference_01559","GPSC22_reference_01552","GPSC26_reference_01664","GPSC31_reference_01578","GPSC32_reference_01695","GPSC34_reference_01616","GPSC37_reference_01560","GPSC3_reference_01658","GPSC40_reference_01610","GPSC4_reference_01594","GPSC8_reference_01692","NC_017592_01584"
"rsmB","","Ribosomal RNA small subunit methyltransferase B","14","14","1","1","1631","","","","461","1313","1252","AP023349_01668","GPSC15_reference_01530","GPSC21_reference_01561","GPSC22_reference_01554","GPSC26_reference_01666","GPSC31_reference_01580","GPSC32_reference_01697","GPSC34_reference_01618","GPSC37_reference_01562","GPSC3_reference_01660","GPSC40_reference_01612","GPSC4_reference_01596","GPSC8_reference_01694","NC_017592_01586"
"fmt","","Methionyl-tRNA formyltransferase","14","14","1","1","1632","","","","935","935","935","AP023349_01669","GPSC15_reference_01531","GPSC21_reference_01562","GPSC22_reference_01555","GPSC26_reference_01667","GPSC31_reference_01581","GPSC32_reference_01698","GPSC34_reference_01619","GPSC37_reference_01563","GPSC3_reference_01661","GPSC40_reference_01613","GPSC4_reference_01597","GPSC8_reference_01695","NC_017592_01587"
"priA","","Primosomal protein N'","14","14","1","1","1633","","","","2396","2396","2396","AP023349_01670","GPSC15_reference_01532","GPSC21_reference_01563","GPSC22_reference_01556","GPSC26_reference_01668","GPSC31_reference_01582","GPSC32_reference_01699","GPSC34_reference_01620","GPSC37_reference_01564","GPSC3_reference_01662","GPSC40_reference_01614","GPSC4_reference_01598","GPSC8_reference_01696","NC_017592_01588"
"COQ5_2","","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial","14","14","1","1","1643","","","","740","746","744","AP023349_01677","GPSC15_reference_01539","GPSC21_reference_01570","GPSC22_reference_01563","GPSC26_reference_01676","GPSC31_reference_01588","GPSC32_reference_01706","GPSC34_reference_01626","GPSC37_reference_01570","GPSC3_reference_01669","GPSC40_reference_01621","GPSC4_reference_01604","GPSC8_reference_01702","NC_017592_01594"
"yqeH","","putative protein YqeH","14","14","1","1","1649","","","","1106","1106","1106","AP023349_01682","GPSC15_reference_01545","GPSC21_reference_01576","GPSC22_reference_01569","GPSC26_reference_01682","GPSC31_reference_01594","GPSC32_reference_01712","GPSC34_reference_01632","GPSC37_reference_01576","GPSC3_reference_01675","GPSC40_reference_01627","GPSC4_reference_01610","GPSC8_reference_01708","NC_017592_01600"
"gph_2","","Phosphoglycolate phosphatase","14","14","1","1","1650","","","","527","527","527","AP023349_01683","GPSC15_reference_01546","GPSC21_reference_01577","GPSC22_reference_01570","GPSC26_reference_01683","GPSC31_reference_01595","GPSC32_reference_01713","GPSC34_reference_01633","GPSC37_reference_01577","GPSC3_reference_01676","GPSC40_reference_01628","GPSC4_reference_01611","GPSC8_reference_01709","NC_017592_01601"
"group_1716","","hypothetical protein","14","14","1","1","1655","","","","953","953","953","AP023349_01687","GPSC15_reference_01550","GPSC21_reference_01581","GPSC22_reference_01574","GPSC26_reference_01687","GPSC31_reference_01599","GPSC32_reference_01717","GPSC34_reference_01637","GPSC37_reference_01581","GPSC3_reference_01680","GPSC40_reference_01632","GPSC4_reference_01615","GPSC8_reference_01713","NC_017592_01605"
"gatC_1","","Glutamyl-tRNA(Gln) amidotransferase subunit C","14","14","1","1","2962","","","","302","302","302","AP023349_01718","GPSC15_reference_00421","GPSC21_reference_00364","GPSC22_reference_00411","GPSC26_reference_00421","GPSC31_reference_00420","GPSC32_reference_00496","GPSC34_reference_00462","GPSC37_reference_00436","GPSC3_reference_00426","GPSC40_reference_00444","GPSC4_reference_00393","GPSC8_reference_00490","NC_017592_00449"
"gatA","","Glutamyl-tRNA(Gln) amidotransferase subunit A","14","14","1","1","3113","","","","1466","1466","1466","AP023349_01719","GPSC15_reference_00420","GPSC21_reference_00363","GPSC22_reference_00410","GPSC26_reference_00420","GPSC31_reference_00419","GPSC32_reference_00495","GPSC34_reference_00461","GPSC37_reference_00435","GPSC3_reference_00425","GPSC40_reference_00443","GPSC4_reference_00392","GPSC8_reference_00489","NC_017592_00448"
"accA","","Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha","14","14","1","1","3122","","","","767","767","767","AP023349_01724","GPSC15_reference_00414","GPSC21_reference_00357","GPSC22_reference_00403","GPSC26_reference_00410","GPSC31_reference_00412","GPSC32_reference_00488","GPSC34_reference_00454","GPSC37_reference_00425","GPSC3_reference_00418","GPSC40_reference_00434","GPSC4_reference_00385","GPSC8_reference_00482","NC_017592_00439"
"fabZ","","3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ","14","14","1","1","2065","","","","422","422","422","AP023349_01727","GPSC15_reference_00411","GPSC21_reference_00354","GPSC22_reference_00400","GPSC26_reference_00407","GPSC31_reference_00409","GPSC32_reference_00485","GPSC34_reference_00451","GPSC37_reference_00422","GPSC3_reference_00415","GPSC40_reference_00431","GPSC4_reference_00382","GPSC8_reference_00479","NC_017592_00436"
"fabF","","3-oxoacyl-[acyl-carrier-protein] synthase 2","14","14","1","1","2068","","","","1235","1235","1235","AP023349_01729","GPSC15_reference_00409","GPSC21_reference_00352","GPSC22_reference_00398","GPSC26_reference_00405","GPSC31_reference_00407","GPSC32_reference_00483","GPSC34_reference_00449","GPSC37_reference_00420","GPSC3_reference_00413","GPSC40_reference_00429","GPSC4_reference_00380","GPSC8_reference_00477","NC_017592_00434"
"group_1722","","NADH:quinone reductase","14","14","1","1","2071","","","","974","974","974","AP023349_01732","GPSC15_reference_00406","GPSC21_reference_00349","GPSC22_reference_00395","GPSC26_reference_00402","GPSC31_reference_00404","GPSC32_reference_00480","GPSC34_reference_00446","GPSC37_reference_00417","GPSC3_reference_00410","GPSC40_reference_00426","GPSC4_reference_00377","GPSC8_reference_00474","NC_017592_00431"
"acpA","","Acyl carrier protein","14","14","1","1","2072","","","","224","224","224","AP023349_01733","GPSC15_reference_00405","GPSC21_reference_00348","GPSC22_reference_00394","GPSC26_reference_00401","GPSC31_reference_00403","GPSC32_reference_00479","GPSC34_reference_00445","GPSC37_reference_00416","GPSC3_reference_00409","GPSC40_reference_00425","GPSC4_reference_00376","GPSC8_reference_00473","NC_017592_00430"
"fabH","","3-oxoacyl-[acyl-carrier-protein] synthase 3","14","14","1","1","2073","","","","974","974","974","AP023349_01734","GPSC15_reference_00404","GPSC21_reference_00347","GPSC22_reference_00393","GPSC26_reference_00400","GPSC31_reference_00402","GPSC32_reference_00478","GPSC34_reference_00444","GPSC37_reference_00415","GPSC3_reference_00408","GPSC40_reference_00424","GPSC4_reference_00375","GPSC8_reference_00472","NC_017592_00429"
